"","X","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id","ntl_2003","ntl_2004","ntl_2005","ntl_2006","ntl_2007","ntl_2008","ntl_2009","ntl_2010","ntl_2011","ntl_2012","ntl_2013","ntl_2014","ntl_2015","ntl_2016"
"2915",5117,"UG201100000440",2.506166,33.277624,-1.91805139704466,23,"UG201100000440_2014",-2.57144355774,2014,2011,747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2917",5121,"UG201100000445",2.890781,32.909704,-1.82598228830475,23,"UG201100000445_2014",-2.71609425545,2014,2011,749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2929",5138,"UG201100000446",2.937021,33.021183,-1.99126203180422,18,"UG201100000446_2014",-2.78054690361,2014,2011,750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946",5163,"UG201100000448",2.833185,33.282552,-2.00441699036374,24,"UG201100000448_2014",-3.22424983978,2014,2011,751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2958",5183,"UG201100000450",3.086489,33.405019,-1.80577940932237,21,"UG201100000450_2014",-1.5313385725,2014,2011,752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2966",5192,"UG201100000452",3.022794,34.116785,-0.656023663455767,20,"UG201100000452_2014",0.789909780025,2014,2011,753,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",5208,"UG201100000453",3.719369,34.224891,-1.8322738867776,22,"UG201100000453_2014",-2.79891872406,2014,2011,754,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",5225,"UG201100000454",3.642466,34.106795,-2.03139448005356,23,"UG201100000454_2014",-0.750163316727,2014,2011,755,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995",5241,"UG201100000455",3.630393,33.91653,-2.14535923030981,23,"UG201100000455_2014",-2.33631873131,2014,2011,756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005",5256,"UG201100000456",2.9995,34.054474,-2.18748421932094,21,"UG201100000456_2014",-1.38963580132,2014,2011,757,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",5279,"UG201100000457",3.760143,33.749376,0.258007402335047,14,"UG201100000457_2014",-2.4078874588,2014,2011,758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3036",5304,"UG201100000458",3.596187,34.098312,-2.37285838459433,21,"UG201100000458_2014",-0.420682162046,2014,2011,759,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",5316,"UG201100000459",3.573968,34.006981,-1.88790559229956,20,"UG201100000459_2014",-1.63280320168,2014,2011,760,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052",5329,"UG201100000461",3.441067,34.084256,-2.13713953179164,23,"UG201100000461_2014",-1.35130929947,2014,2011,761,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",5344,"UG201100000462",3.371513,34.153579,-1.81528756456628,23,"UG201100000462_2014",-1.38916921616,2014,2011,762,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",5359,"UG201100000463",3.585911,34.154238,-2.12744288267828,23,"UG201100000463_2014",-0.44940584898,2014,2011,763,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082",5376,"UG201100000464",3.512753,34.084796,-2.48520814800832,22,"UG201100000464_2014",-0.618145942688,2014,2011,764,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093",5394,"UG201100000465",3.044546,34.093808,-2.29011797768,24,"UG201100000465_2014",-1.13383817673,2014,2011,765,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113",5423,"UG201100000466",3.042852,34.12399,-2.25029244698099,21,"UG201100000466_2014",-1.11164617538,2014,2011,766,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123",5438,"UG201100000467",2.917659,34.10302,-2.18304124889373,25,"UG201100000467_2014",-1.85289728642,2014,2011,767,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",5452,"UG201100000468",2.963157,34.137801,-1.33220378206704,25,"UG201100000468_2014",-1.75178837776,2014,2011,768,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140",5465,"UG201100000469",3.105581,34.059947,-1.98902638716947,24,"UG201100000469_2014",-1.1748073101,2014,2011,769,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152",5500,"UG201100000472",2.580898,33.862203,-1.78870231672487,25,"UG201100000472_2014",-2.58903622627,2014,2011,772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3164",5518,"UG201100000473",1.985783,34.266687,-2.25924681204577,25,"UG201100000473_2014",-4.1837272644,2014,2011,773,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3169",5526,"UG201100000474",2.482738,34.327921,-2.35838228651069,23,"UG201100000474_2014",-1.0815321207,2014,2011,774,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180",5544,"UG201100000476",2.366751,34.528628,-1.90412706741715,20,"UG201100000476_2014",-0.18206910789,2014,2011,776,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196",5567,"UG201100000478",2.552455,34.717003,-2.62072876988892,23,"UG201100000478_2014",-1.83289301395,2014,2011,778,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206",5581,"UG201100000479",2.72376,34.561401,-2.2910880442132,23,"UG201100000479_2014",-0.391027837992,2014,2011,779,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216",5599,"UG201100000480",2.567598,34.599746,-2.33608836341003,21,"UG201100000480_2014",-1.63587605953,2014,2011,780,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3232",5659,"UG201100000483",1.858768,34.563683,-2.26917587282593,21,"UG201100000483_2014",-3.53514456749,2014,2011,783,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3237",5666,"UG201100000484",1.91437,34.464463,-2.11460945221451,20,"UG201100000484_2014",-2.64089822769,2014,2011,784,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256",5694,"UG201100000485",1.863445,34.993543,-2.05584685013707,21,"UG201100000485_2014",0.999654591084,2014,2011,785,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267",5712,"UG201100000486",1.480831,34.757981,-2.28701200076793,18,"UG201100000486_2014",-0.747400224209,2014,2011,786,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3271",5717,"UG201100000491",3.421733,31.929428,-1.52652505081717,20,"UG201100000491_2014",-1.34520208836,2014,2011,788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3281",5734,"UG201100000493",3.221716,31.805115,-1.78420352197007,16,"UG201100000493_2014",-3.01137971878,2014,2011,789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3292",5750,"UG201100000506",3.480117,31.010671,-1.52606842400027,20,"UG201100000506_2014",-1.50241470337,2014,2011,797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3311",5779,"UG201100000510",3.071358,31.266031,-1.7439163757676,19,"UG201100000510_2014",-2.58561897278,2014,2011,798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3319",5792,"UG201100000511",3.287138,30.99033,-1.4289540071131,25,"UG201100000511_2014",-1.82512938976,2014,2011,799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3329",5808,"UG201100000513",3.284968,30.894379,-1.61734910701081,24,"UG201100000513_2014",-1.22078180313,2014,2011,800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3336",5817,"UG201100000515",3.27448,30.892833,-1.57998174237859,24,"UG201100000515_2014",-1.30941390991,2014,2011,801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3348",5836,"UG201100000518",3.058562,31.012297,-1.28908924329044,24,"UG201100000518_2014",-2.04242277145,2014,2011,802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3362",5860,"UG201100000520",3.200673,31.248821,-1.93118336222315,20,"UG201100000520_2014",-1.3755017519,2014,2011,803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3374",5876,"UG201100000521",3.267437,31.15045,-1.36978721374129,22,"UG201100000521_2014",-2.04487323761,2014,2011,804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3379",5884,"UG201100000523",3.070577,31.284616,-1.78464134002328,21,"UG201100000523_2014",-2.43203353882,2014,2011,805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3396",5909,"UG201100000532",3.674754,31.832076,-1.13857200407877,23,"UG201100000532_2014",-0.981683671474,2014,2011,809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3408",5931,"UG201100000540",2.726462,31.403266,-1.75304762646771,22,"UG201100000540_2014",-1.3789883852,2014,2011,814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3415",5938,"UG201100000542",2.378942,30.862382,-1.64386643524981,20,"UG201100000542_2014",-2.05221033096,2014,2011,815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3422",5951,"UG201100000549",2.409863,31.076031,-1.70878282754172,23,"UG201100000549_2014",-1.47550082207,2014,2011,818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3442",5981,"UG201100000550",2.562377,31.240818,-1.31447142937645,22,"UG201100000550_2014",-2.66275906563,2014,2011,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3446",5988,"UG201100000555",3.499043,31.220702,-1.70871102686037,23,"UG201100000555_2014",-1.44365525246,2014,2011,822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3463",6016,"UG201100000558",3.392169,31.404875,-1.85325931258395,22,"UG201100000558_2014",-1.67721152306,2014,2011,823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3467",6021,"UG201100000559",3.573933,31.253638,-1.79130600541885,20,"UG201100000559_2014",-1.44514131546,2014,2011,824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3481",6040,"UG201100000560",3.346574,31.238263,-1.3257245307595,20,"UG201100000560_2014",-1.89863348007,2014,2011,825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3498",6068,"UG201100000561",3.310233,31.410178,-2.09472233176911,20,"UG201100000561_2014",-1.84407269955,2014,2011,826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3503",6075,"UG201100000562",3.485215,31.465495,-1.97802447454635,16,"UG201100000562_2014",-1.5300797224,2014,2011,827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3519",6100,"UG201100000567",1.489181,30.98502,-1.59401494951674,23,"UG201100000567_2014",-0.126810893416,2014,2011,830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3530",6118,"UG201100000570",1.536667,30.994529,-1.51094384472982,16,"UG201100000570_2014",-4.64660167694,2014,2011,831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3535",6126,"UG201100000571",1.579751,31.217381,-1.63824065384467,25,"UG201100000571_2014",-2.55555605888,2014,2011,832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3545",6140,"UG201100000575",1.206823,31.013881,-1.16352450045974,24,"UG201100000575_2014",-1.77124619484,2014,2011,833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3557",6164,"UG201100000585",0.623438,30.121176,-0.628990628053944,24,"UG201100000585_2014",-0.498081058264,2014,2011,839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3571",6201,"UG201100000589",0.210348,30.375301,-1.10894623545614,24,"UG201100000589_2014",-1.95683407784,2014,2011,841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3583",6234,"UG201100000601",0.30406,30.142057,-0.662504126157168,24,"UG201100000601_2014",-2.19001507759,2014,2011,849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3588",6241,"UG201100000607",1.129576,31.193115,-0.779657663708339,23,"UG201100000607_2014",-0.494368106127,2014,2011,852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3600",6262,"UG201100000609",1.020295,31.390817,-1.25193867459089,20,"UG201100000609_2014",-1.60057282448,2014,2011,853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3616",6286,"UG201100000611",0.992669,31.047971,-0.928012846662457,24,"UG201100000611_2014",-1.46967494488,2014,2011,854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3625",6301,"UG201100000617",0.586041,30.942167,-1.03009388767591,23,"UG201100000617_2014",-1.68685925007,2014,2011,857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3639",6321,"UG201100000620",0.809149,30.793307,-1.01842219274875,23,"UG201100000620_2014",-1.57390964031,2014,2011,858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3647",6331,"UG201100000622",0.596022,30.506152,-0.584212393560051,23,"UG201100000622_2014",-2.11586308479,2014,2011,859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3655",6345,"UG201100000624",0.603175,30.799467,-1.07557619098094,23,"UG201100000624_2014",-1.55428826809,2014,2011,860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3670",6370,"UG201100000628",1.927154,32.168239,-1.20510200288347,24,"UG201100000628_2014",-1.59161388874,2014,2011,862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3685",6392,"UG201100000632",1.69496,31.658522,-0.554455525305806,24,"UG201100000632_2014",-0.550976336002,2014,2011,864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3686",6393,"UG201100000636",1.864084,32.104979,-1.39051807032241,23,"UG201100000636_2014",-3.00159621239,2014,2011,866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3704",6421,"UG201100000639",-0.417413,30.381632,-1.09725215938555,25,"UG201100000639_2014",-1.80078482628,2014,2011,868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3718",6442,"UG201100000641",-0.180641,30.230193,-1.14504881966593,20,"UG201100000641_2014",-1.67884016037,2014,2011,869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3725",6454,"UG201100000643",-0.310162,30.047626,-1.21887967351192,19,"UG201100000643_2014",-2.81643795967,2014,2011,870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3735",6471,"UG201100000646",-0.547999,30.060209,-0.948008964294596,22,"UG201100000646_2014",-1.53762209415,2014,2011,871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3744",6483,"UG201100000647",-0.591034,29.994167,-1.02471316637834,25,"UG201100000647_2014",-1.50863206387,2014,2011,872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3756",6504,"UG201100000652",-0.706686,30.1431,-0.182952608547129,23,"UG201100000652_2014",-0.570478081703,2014,2011,875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3769",6520,"UG201100000657",-1.279644,30.143088,-0.80868584858516,22,"UG201100000657_2014",-1.27128362656,2014,2011,877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3779",6535,"UG201100000658",-1.1306,29.967404,-1.09202678492453,24,"UG201100000658_2014",-1.34370958805,2014,2011,878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3791",6558,"UG201100000660",-1.109841,29.820608,-0.862529843874474,23,"UG201100000660_2014",-1.34351277351,2014,2011,879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3796",6580,"UG201100000666",-0.710697,29.751515,-0.859344732258805,23,"UG201100000666_2014",-1.25562536716,2014,2011,881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3812",6605,"UG201100000668",-1.00016,29.861374,-0.962050413692007,22,"UG201100000668_2014",-1.12299478054,2014,2011,883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3821",6620,"UG201100000680",-0.202705,30.380418,-1.16883165566822,22,"UG201100000680_2014",-0.742952764034,2014,2011,890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3836",6643,"UG201100000682",0.133683,30.579238,-0.997015847085418,23,"UG201100000682_2014",-1.09777235985,2014,2011,891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3842",6652,"UG201100000692",0.133052,30.573348,-1.05037966271758,23,"UG201100000692_2014",-1.04754018784,2014,2011,897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3857",6674,"UG201100000702",-0.857743,30.479523,-1.18349392825963,24,"UG201100000702_2014",-1.48005115986,2014,2011,901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3872",6696,"UG201100000706",-0.952224,30.107658,-0.901998748898831,25,"UG201100000706_2014",-0.928116440773,2014,2011,903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3876",6703,"UG201400000022",0.44958,31.395361,-0.669491361951456,25,"UG201400000022_2014",-1.06508278847,2014,2014,928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3885",6718,"UG201400000023",0.565232,31.86278,-0.462126732982108,27,"UG201400000023_2014",-1.81854426861,2014,2014,929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3898",6740,"UG201400000028",1.568771,32.360015,-1.10559526401375,24,"UG201400000028_2014",-1.2340310812,2014,2014,934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3916",6765,"UG201400000029",-0.547,31.364,0.0998168942059859,24,"UG201400000029_2014",-0.948393285275,2014,2014,935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3917",6801,"UG201400000043",-0.054981,31.641778,0.81031556447745,26,"UG201400000043_2014",-0.276139169931,2014,2014,949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3934",6825,"UG201400000044",0.255195,33.351295,-1.10441998365627,27,"UG201400000044_2014",-1.82647705078,2014,2014,950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3942",6842,"UG201400000052",0.649802,33.69516,-0.721528934018099,28,"UG201400000052_2014",-1.51831448078,2014,2014,957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3953",6856,"UG201400000054",0.569566,33.629756,0.15226767212659,24,"UG201400000054_2014",-0.942783415318,2014,2014,959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3961",6869,"UG201400000061",1.918233,33.911783,-1.49541730190877,26,"UG201400000061_2014",-1.38727724552,2014,2014,966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3974",6889,"UG201400000063",1.329562,33.78547,-1.51604445836917,28,"UG201400000063_2014",-1.8579608202,2014,2014,968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3986",6910,"UG201400000067",1.177767,33.602229,-1.26994244301631,25,"UG201400000067_2014",-2.83978748322,2014,2014,972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4001",6930,"UG201400000068",1.917264,33.613642,-1.6410553921559,23,"UG201400000068_2014",-2.46646022797,2014,2014,973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4007",6939,"UG201400000069",1.713122,33.723545,-1.10527492238086,28,"UG201400000069_2014",-2.08841371536,2014,2014,974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4026",6970,"UG201400000070",1.961088,33.53558,-1.64718984432496,27,"UG201400000070_2014",-2.00192117691,2014,2014,975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4027",6988,"UG201400000075",1.836617,33.158511,-1.24738674307751,28,"UG201400000075_2014",-2.84929037094,2014,2014,980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4045",7017,"UG201400000076",1.758707,33.322285,-0.742786693242045,24,"UG201400000076_2014",-2.25289058685,2014,2014,981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4057",7036,"UG201400000077",0.4259,33.408317,-0.919435336194695,18,"UG201400000077_2014",-1.19392609596,2014,2014,982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4063",7044,"UG201400000081",2.163314,33.527893,-1.7451076407656,27,"UG201400000081_2014",-2.39174413681,2014,2014,986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4071",7056,"UG201400000082",2.042106,33.770435,-0.904823578057123,17,"UG201400000082_2014",-1.72862589359,2014,2014,987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4083",7075,"UG201400000083",0.953216,33.908635,-0.915813738706563,27,"UG201400000083_2014",-1.69752895832,2014,2014,988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4100",7099,"UG201400000086",1.433035,34.157121,-1.87909241033469,28,"UG201400000086_2014",-2.53697562218,2014,2014,991,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4106",7111,"UG201400000087",1.299587,34.759651,-0.627665773845986,26,"UG201400000087_2014",-0.202338978648,2014,2014,992,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124",7139,"UG201400000088",1.352352,34.657996,-1.5409935462959,15,"UG201400000088_2014",-1.17981910706,2014,2014,993,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4136",7157,"UG201400000089",0.881087,33.975263,-1.30087046513771,23,"UG201400000089_2014",-2.17939138412,2014,2014,994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4138",7159,"UG201400000090",1.052828,33.410485,-1.0080690224194,27,"UG201400000090_2014",-0.828559756279,2014,2014,995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4156",7189,"UG201400000093",0.954736,33.701648,-0.714529489717331,26,"UG201400000093_2014",-1.95496964455,2014,2014,998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4162",7199,"UG201400000098",1.345253,33.025129,-1.13000097641081,26,"UG201400000098_2014",-1.39583408833,2014,2014,1003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4179",7241,"UG201400000100",1.440169,34.694848,-1.8031311268397,24,"UG201400000100_2014",-1.80567705631,2014,2014,1005,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4185",7252,"UG201400000104",1.494061,33.166529,-1.41966740952994,25,"UG201400000104_2014",-1.23612034321,2014,2014,1009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4197",7269,"UG201400000105",1.447213,33.533135,-1.44168866593499,27,"UG201400000105_2014",-1.37789726257,2014,2014,1010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4213",7293,"UG201400000106",3.307298,31.861071,-1.74811421585287,25,"UG201400000106_2014",-2.17102384567,2014,2014,1011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4218",7301,"UG201400000112",2.975266,31.314199,-1.82258632899543,25,"UG201400000112_2014",-2.89130210876,2014,2014,1017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4232",7322,"UG201400000113",3.119373,30.951178,-1.70318804754348,23,"UG201400000113_2014",-1.92872059345,2014,2014,1018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4243",7341,"UG201400000114",2.869307,31.063641,-1.86701856955802,24,"UG201400000114_2014",-3.56414675713,2014,2014,1019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4247",7346,"UG201400000115",2.937808,32.225259,-1.97877511335716,26,"UG201400000115_2014",-2.09893965721,2014,2014,1020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4268",7378,"UG201400000117",2.757626,32.533882,-1.88581652327932,28,"UG201400000117_2014",-3.34364700317,2014,2014,1022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4274",7389,"UG201400000120",3.56248,33.470073,-2.06013597511609,24,"UG201400000120_2014",-2.95970797539,2014,2014,1025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4287",7406,"UG201400000121",3.037122,34.13835,-2.23735150200744,27,"UG201400000121_2014",-0.689711034298,2014,2014,1026,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4292",7415,"UG201400000122",2.918681,34.110274,-2.11457909847088,25,"UG201400000122_2014",-1.5349470377,2014,2014,1027,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4311",7444,"UG201400000125",2.453563,34.602839,-2.18919968225393,27,"UG201400000125_2014",-1.3093252182,2014,2014,1030,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4322",7460,"UG201400000126",2.585129,34.65789,-2.26238336937798,28,"UG201400000126_2014",-1.20422708988,2014,2014,1031,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4334",7479,"UG201400000127",3.403049,31.620529,-0.885324944368288,25,"UG201400000127_2014",-2.26515603065,2014,2014,1032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4341",7489,"UG201400000128",2.540266,31.425528,-2.24126077530667,23,"UG201400000128_2014",-2.47353196144,2014,2014,1033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4350",7504,"UG201400000129",2.509028,31.214055,-1.57062903240946,23,"UG201400000129_2014",-1.96271908283,2014,2014,1034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4357",7515,"UG201400000130",1.773631,34.656005,-2.43790677383516,23,"UG201400000130_2014",-1.98605549335,2014,2014,1035,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4377",7547,"UG201400000131",1.970654,34.550806,-2.17727394478626,26,"UG201400000131_2014",-2.19204449654,2014,2014,1036,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4385",7559,"UG201400000132",3.026095,32.888816,-1.73801940089286,24,"UG201400000132_2014",-3.04950523376,2014,2014,1037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4394",7570,"UG201400000133",3.340086,31.108254,-1.5877425331449,27,"UG201400000133_2014",-1.83250129223,2014,2014,1038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4404",7588,"UG201400000134",3.464696,31.167633,-1.61769359385643,22,"UG201400000134_2014",-1.57966220379,2014,2014,1039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
