"","X","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id","ntl_2003","ntl_2004","ntl_2005","ntl_2006","ntl_2007","ntl_2008","ntl_2009","ntl_2010","ntl_2011","ntl_2012","ntl_2013","ntl_2014","ntl_2015","ntl_2016"
"4417",7609,"UG201400000135",2.827691,33.675724,-2.12717297420949,21,"UG201400000135_2014",-3.58281111717,2014,2014,1040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4428",7625,"UG201400000136",1.718618,32.827528,-2.00006524129004,27,"UG201400000136_2014",-2.27018260956,2014,2014,1041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4436",7636,"UG201400000137",2.894892,31.976206,-2.08272540100491,28,"UG201400000137_2014",-2.93430948257,2014,2014,1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4445",7651,"UG201400000139",1.96171,33.135299,-1.43544311507296,24,"UG201400000139_2014",-2.05159592628,2014,2014,1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4457",7672,"UG201400000140",1.915,33.114,0.497891827337446,16,"UG201400000140_2014",-2.13660168648,2014,2014,1045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4476",7699,"UG201400000141",3.573723,34.168492,-1.96406711819861,26,"UG201400000141_2014",-0.499969929457,2014,2014,1046,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4486",7713,"UG201400000142",3.522972,34.121581,-0.731202814368706,27,"UG201400000142_2014",1.03811645508,2014,2014,1047,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4497",7732,"UG201400000143",3.634361,34.172785,-1.92085731583419,26,"UG201400000143_2014",-1.05467879772,2014,2014,1048,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4508",7748,"UG201400000144",3.620881,34.060499,-2.35894767326481,22,"UG201400000144_2014",-0.93052315712,2014,2014,1049,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4518",7763,"UG201400000145",3.554,34.173735,-2.09615747693474,20,"UG201400000145_2014",-0.417172431946,2014,2014,1050,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4527",7779,"UG201400000146",3.499064,34.077446,-1.96041765450871,17,"UG201400000146_2014",-0.905223608017,2014,2014,1051,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4539",7797,"UG201400000149",3.132479,30.845571,-1.88509061753471,26,"UG201400000149_2014",-1.51738083363,2014,2014,1054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4549",7812,"UG201400000151",2.355793,32.614283,-1.85131011352883,19,"UG201400000151_2014",-2.89107298851,2014,2014,1056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4559",7845,"UG201400000156",2.203578,33.19281,-1.30063768715459,27,"UG201400000156_2014",-2.36691832542,2014,2014,1061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4573",7865,"UG201400000158",2.39378,32.798023,-2.08547139255939,27,"UG201400000158_2014",-1.82740235329,2014,2014,1063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4585",7886,"UG201400000159",2.33092,32.823069,-1.74869102826206,26,"UG201400000159_2014",-0.386874705553,2014,2014,1064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4595",7901,"UG201400000160",3.402393,32.555336,-1.89136067649764,20,"UG201400000160_2014",-2.36137700081,2014,2014,1065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4602",7911,"UG201400000163",2.481104,34.446941,-2.22518933483624,25,"UG201400000163_2014",-1.20793962479,2014,2014,1068,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4617",7932,"UG201400000164",2.607594,32.17562,-1.45459937851909,25,"UG201400000164_2014",-2.45018196106,2014,2014,1069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4627",7952,"UG201400000167",2.57449,30.773958,-2.01439007754132,26,"UG201400000167_2014",-1.36302947998,2014,2014,1071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4636",7964,"UG201400000172",1.373499,31.147077,-0.658505376379753,27,"UG201400000172_2014",-1.92770862579,2014,2014,1076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4650",7983,"UG201400000174",-1.388299,29.903499,-0.907215498051895,27,"UG201400000174_2014",-2.03072786331,2014,2014,1078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4657",7996,"UG201400000175",-1.220011,30.1509,-0.14867913640152,25,"UG201400000175_2014",-0.386653423309,2014,2014,1079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4665",8009,"UG201400000176",-1.187041,30.126409,-0.948320449978549,27,"UG201400000176_2014",-0.0018766715657,2014,2014,1080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4685",8039,"UG201400000179",0.075378,29.74191,-0.551018227659905,27,"UG201400000179_2014",-0.207581967115,2014,2014,1083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4691",8064,"UG201400000183",0.973775,31.18328,-1.09937047750731,26,"UG201400000183_2014",-1.63104856014,2014,2014,1087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4702",8082,"UG201400000185",1.10024,30.830771,-1.05628079880552,23,"UG201400000185_2014",-1.90912473202,2014,2014,1089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4714",8104,"UG201400000186",-1.316038,29.6311,-0.740093688324131,27,"UG201400000186_2014",-1.73795247078,2014,2014,1090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4723",8113,"UG201400000191",-1.122705,30.225821,-0.56584375387335,27,"UG201400000191_2014",-2.23460698128,2014,2014,1095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4733",8149,"UG201400000193",0.40491,30.44082,1.32746878232349,27,"UG201400000193_2014",-1.4938172102,2014,2014,1097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4748",8188,"UG201400000195",0.22155,30.598969,-0.795187782858273,26,"UG201400000195_2014",-1.62372303009,2014,2014,1099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4759",8204,"UG201400000197",-0.999016,29.852365,-1.06126870348016,25,"UG201400000197_2014",-1.07641494274,2014,2014,1101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4765",8217,"UG201400000198",0.752873,30.673751,-0.593248914224064,25,"UG201400000198_2014",-1.57816660404,2014,2014,1102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4775",8231,"UG201400000201",0.096254,30.548725,-0.645260576424064,27,"UG201400000201_2014",-1.35464656353,2014,2014,1105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4790",8253,"UG201400000202",-0.711426,30.653736,0.358510128975296,26,"UG201400000202_2014",-0.853962540627,2014,2014,1106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4802",8273,"UG201400000203",0.138585,30.672851,-0.0105788785922424,26,"UG201400000203_2014",-1.45463097095,2014,2014,1107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4816",8290,"UG201400000204",-0.137696,31.074835,0.210563395984874,23,"UG201400000204_2014",-1.18936812878,2014,2014,1108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4828",8312,"UG201400000206",-0.663968,30.025507,-0.844792591312954,25,"UG201400000206_2014",-0.952157974243,2014,2014,1110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4832",8319,"UG201400000207",1.04149,30.31817,-0.345131796847958,12,"UG201400000207_2014",-0.879510223866,2014,2014,1111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4847",8358,"UG201600000049",-0.194976469028,31.8123080284,0.391857142116781,20,"UG201600000049_2014",0.0159394200891,2014,2016,1163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4858",8393,"UG201600000052",-0.0438857202967,31.585777671,0.0163662419395714,16,"UG201600000052_2014",-0.736755251884,2014,2016,1166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4871",8412,"UG201600000053",0.10364931914,31.5051106433,-0.978633620092876,20,"UG201600000053_2014",-1.62844634056,2014,2016,1167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4883",8431,"UG201600000054",-0.296553866675,31.3934366624,0.0243789543574916,25,"UG201600000054_2014",-1.18205523491,2014,2016,1168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4889",8439,"UG201600000055",-0.110797566309,31.431955929,-0.588449584854908,22,"UG201600000055_2014",-1.22768974304,2014,2016,1169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4905",8465,"UG201600000061",-0.605959670079,31.3520520439,0.0969238432928308,19,"UG201600000061_2014",-1.09375905991,2014,2016,1175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4913",8479,"UG201600000062",-0.759788941608,31.2176649919,-0.960395668671206,26,"UG201600000062_2014",-0.933087289333,2014,2016,1176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4918",8484,"UG201600000065",0.221878136863,31.7703680265,-0.766622680441396,24,"UG201600000065_2014",-1.51261222363,2014,2016,1179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4935",8511,"UG201600000070",0.315229757683,32.2966929569,0.726612769245854,26,"UG201600000070_2014",-1.55453503132,2014,2016,1183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4940",8553,"UG201600000103",1.50798018245,32.5104624508,-1.32730700787226,26,"UG201600000103_2014",-1.335983634,2014,2016,1215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4956",8578,"UG201600000105",1.3006522438,31.899481501,-0.288198722805798,29,"UG201600000105_2014",-0.533906400204,2014,2016,1217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4969",8598,"UG201600000106",1.01271064604,31.5846562698,-1.07333430402401,22,"UG201600000106_2014",-1.66450953484,2014,2016,1218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4980",8615,"UG201600000108",0.641479026082,32.0241685357,-0.254294505255558,28,"UG201600000108_2014",-1.81906414032,2014,2016,1219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4991",8630,"UG201600000109",0.788869856886,31.8995898995,-0.0263969582607493,28,"UG201600000109_2014",-0.927068412304,2014,2016,1220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4995",8637,"UG201600000110",0.598641070047,31.5304754699,-1.42596644721696,28,"UG201600000110_2014",-1.49295020103,2014,2016,1221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5013",8663,"UG201600000111",0.63547512632,31.557086127,-0.421581744634069,28,"UG201600000111_2014",-1.23642575741,2014,2016,1222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5020",8677,"UG201600000114",0.562322843147,31.6976157625,-0.687451243093708,28,"UG201600000114_2014",-1.14985001087,2014,2016,1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5030",8692,"UG201600000115",0.642594428752,31.8006416224,-0.179971497576836,27,"UG201600000115_2014",-1.6371897459,2014,2016,1226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5048",8718,"UG201600000117",0.332237497509,31.9343030047,-0.805477631295222,28,"UG201600000117_2014",-4.64660167694,2014,2016,1228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5059",8737,"UG201600000118",0.53824849751,31.91876108,-0.277947322199111,29,"UG201600000118_2014",-1.75139129162,2014,2016,1229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5066",8745,"UG201600000119",0.574232405666,32.110493965,-0.201951351475336,25,"UG201600000119_2014",-1.86160886288,2014,2016,1230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5074",8759,"UG201600000122",0.944791759267,32.5234725325,-0.217766547013846,26,"UG201600000122_2014",-1.52925670147,2014,2016,1233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5084",8775,"UG201600000125",0.875607280671,32.893435691,-0.757540950675778,28,"UG201600000125_2014",-0.671697020531,2014,2016,1236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5094",8790,"UG201600000126",0.755486581632,33.0064054276,-0.677272313608903,27,"UG201600000126_2014",-0.649510979652,2014,2016,1237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5110",8831,"UG201600000131",0.619267863473,32.884335151,0.314127965223865,28,"UG201600000131_2014",-0.545980811119,2014,2016,1242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5116",8841,"UG201600000133",0.671262908124,32.7622231768,-0.27787803438176,30,"UG201600000133_2014",-1.51991212368,2014,2016,1244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5135",8887,"UG201600000146",0.364068794211,33.1967480629,-0.599427898449522,13,"UG201600000146_2014",-1.43246889114,2014,2016,1257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140",8896,"UG201600000148",0.421978327249,33.8933718694,-0.727870477051208,30,"UG201600000148_2014",-3.17150497437,2014,2016,1259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5155",8917,"UG201600000153",0.527984121757,33.650847263,-1.07268072205673,23,"UG201600000153_2014",-1.53817772865,2014,2016,1264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5165",8934,"UG201600000154",0.490952467658,33.7625897148,-1.16872164646858,23,"UG201600000154_2014",-1.17046904564,2014,2016,1265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5176",8953,"UG201600000155",0.672283222565,33.6296898869,-0.0152032724649107,15,"UG201600000155_2014",-1.53411912918,2014,2016,1266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5183",8995,"UG201600000163",0.662212440389,33.2401727369,-0.463813540050305,24,"UG201600000163_2014",-1.66268014908,2014,2016,1274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5201",9022,"UG201600000166",1.05114247911,33.070655617,0.00875342769996849,29,"UG201600000166_2014",-0.891559422016,2014,2016,1277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5212",9057,"UG201600000171",1.03324752071,33.3056013274,-0.309491176564437,28,"UG201600000171_2014",-0.536260783672,2014,2016,1282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5218",9066,"UG201600000172",1.15688680376,33.3190948544,-0.993391790459638,27,"UG201600000172_2014",-1.33625864983,2014,2016,1283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5236",9093,"UG201600000174",1.0939075398,33.5033398065,-1.31926490461371,20,"UG201600000174_2014",-1.12087655067,2014,2016,1285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5246",9110,"UG201600000175",1.14275314769,33.404998232,-1.06618661880321,21,"UG201600000175_2014",-1.67095005512,2014,2016,1286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5251",9119,"UG201600000176",0.777082071466,33.7956761718,-0.983608488716738,17,"UG201600000176_2014",-2.06363868713,2014,2016,1287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5268",9144,"UG201600000177",0.883187215306,33.7417615055,-0.528098049585936,15,"UG201600000177_2014",-1.653039217,2014,2016,1288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5278",9175,"UG201600000192",0.824837773222,34.1273043778,-0.852775798367508,25,"UG201600000192_2014",-2.45409011841,2014,2016,1303,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5284",9238,"UG201600000201",0.81373569824,34.0513438808,-0.735394665115784,24,"UG201600000201_2014",-1.90636062622,2014,2016,1312,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5296",9256,"UG201600000204",0.92969728003,34.0123877827,-1.11698834322467,28,"UG201600000204_2014",-1.08271420002,2014,2016,1315,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5311",9313,"UG201600000209",0.980852801882,33.7383727122,-0.463468240733291,21,"UG201600000209_2014",-1.21893763542,2014,2016,1319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321",9330,"UG201600000211",1.18605171542,33.7831026647,-0.493972880309854,20,"UG201600000211_2014",-1.28609085083,2014,2016,1321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5328",9371,"UG201600000217",1.08780304912,33.9199270671,-0.881418500001251,13,"UG201600000217_2014",-2.47602081299,2014,2016,1327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5336",9438,"UG201600000237",0.870548113864,34.2965228325,-0.4340352059527,27,"UG201600000237_2014",-1.15852403641,2014,2016,1347,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5349",9506,"UG201600000244",1.05831084891,34.4197082383,-1.08551623816336,29,"UG201600000244_2014",-0.699133455753,2014,2016,1354,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5358",9522,"UG201600000245",1.08431210154,34.4119687803,-1.13366189910675,30,"UG201600000245_2014",-1.01896977425,2014,2016,1355,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5374",9582,"UG201600000251",1.12376728353,34.3575874534,-0.848427523177371,26,"UG201600000251_2014",-1.46182227135,2014,2016,1361,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384",9595,"UG201600000252",1.23523562944,34.4050680252,-1.2353973053008,17,"UG201600000252_2014",-1.09162330627,2014,2016,1362,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391",9623,"UG201600000258",1.43477918096,34.6648240909,-1.5110988634407,29,"UG201600000258_2014",-2.3463602066,2014,2016,1366,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5403",9644,"UG201600000259",1.39639905562,34.723709575,-1.61520459600063,20,"UG201600000259_2014",-1.91323876381,2014,2016,1367,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5414",9658,"UG201600000265",1.26430095173,34.2375200863,-1.38392065754049,27,"UG201600000265_2014",-2.2885556221,2014,2016,1373,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5433",9706,"UG201600000272",1.32670938712,33.9964245155,-0.593835523924423,21,"UG201600000272_2014",-2.28117728233,2014,2016,1380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5445",9741,"UG201600000274",1.43368182333,33.8957007744,-1.17403054716106,28,"UG201600000274_2014",-2.60736250877,2014,2016,1382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5449",9747,"UG201600000279",1.5474967259,33.1638349535,-1.51662202688132,28,"UG201600000279_2014",-1.31678640842,2014,2016,1387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5463",9770,"UG201600000281",1.60058461267,33.5141408336,-1.531436088941,28,"UG201600000281_2014",-2.0000333786,2014,2016,1389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5468",9776,"UG201600000283",1.54176414964,33.6084817632,-0.999281218689682,27,"UG201600000283_2014",-1.55224585533,2014,2016,1391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5479",9793,"UG201600000284",1.94265456067,33.5034036574,-1.31884584590287,26,"UG201600000284_2014",-2.02841639519,2014,2016,1392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5499",9823,"UG201600000285",1.72993501176,33.5267033533,-1.44535638505223,29,"UG201600000285_2014",-1.87094473839,2014,2016,1393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5508",9840,"UG201600000286",1.80502217596,33.5733337935,-1.44709236483131,30,"UG201600000286_2014",-1.49441444874,2014,2016,1394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5520",9857,"UG201600000290",1.73696997429,33.2325248718,-1.59302801823554,27,"UG201600000290_2014",-1.90825474262,2014,2016,1398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5530",9870,"UG201600000291",1.60753092167,33.0742259912,-1.59864559768782,30,"UG201600000291_2014",-1.41267418861,2014,2016,1399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5542",9889,"UG201600000292",1.94713283123,33.3498249707,-1.76434872336798,24,"UG201600000292_2014",-1.97471511364,2014,2016,1400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5551",9921,"UG201600000294",1.95759059362,33.8579275487,-1.19452211754278,25,"UG201600000294_2014",-2.57034015656,2014,2016,1402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5564",9941,"UG201600000296",2.11442164551,33.491467547,-1.5867790239956,27,"UG201600000296_2014",-2.4055891037,2014,2016,1404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5568",9950,"UG201600000297",1.82311578885,33.839814042,-1.78099006942133,25,"UG201600000297_2014",-2.32581019402,2014,2016,1405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5583",9970,"UG201600000298",2.11265399647,33.7481922929,-1.38924215966725,24,"UG201600000298_2014",-2.16479063034,2014,2016,1406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5595",9990,"UG201600000299",2.15380637033,33.6009509673,-1.36765744876497,28,"UG201600000299_2014",-2.49862265587,2014,2016,1407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5607",10007,"UG201600000300",1.75029462689,34.1138223828,-1.72410176172875,28,"UG201600000300_2014",-3.34693312645,2014,2016,1408,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5615",10023,"UG201600000301",1.94298748557,33.9442713434,-1.76342893781246,29,"UG201600000301_2014",-1.13224041462,2014,2016,1409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5627",10040,"UG201600000302",2.14475278597,33.9177034092,-2.01522898191478,28,"UG201600000302_2014",-3.74977993965,2014,2016,1410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5634",10049,"UG201600000307",1.87596971479,34.5349255347,-2.20934768633983,21,"UG201600000307_2014",-2.417324543,2014,2016,1415,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5645",10119,"UG201600000312",1.97611981861,34.565993675,-2.12294448469235,27,"UG201600000312_2014",-2.55574464798,2014,2016,1420,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5657",10135,"UG201600000313",1.91793602026,34.9759690638,-2.67407015329157,30,"UG201600000313_2014",-0.223777100444,2014,2016,1421,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5667",10152,"UG201600000314",1.60330655755,34.836105337,-1.9600975765974,26,"UG201600000314_2014",-1.18262135983,2014,2016,1422,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5680",10172,"UG201600000315",2.19921867331,34.9469998586,-2.0421646869026,21,"UG201600000315_2014",0.31722047925,2014,2016,1423,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5688",10184,"UG201600000316",1.99728144006,34.3555347785,-2.62807534627204,25,"UG201600000316_2014",-4.58511161804,2014,2016,1424,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5703",10208,"UG201600000317",2.2331876905,34.1996196126,-2.0874367464952,29,"UG201600000317_2014",-4.61981487274,2014,2016,1425,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5712",10223,"UG201600000319",2.47810568671,34.4441644185,-2.01549660618493,23,"UG201600000319_2014",-1.11229240894,2014,2016,1427,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5722",10239,"UG201600000320",2.49976829585,34.3466009723,-1.60575949967666,29,"UG201600000320_2014",-1.16691946983,2014,2016,1428,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739",10262,"UG201600000321",2.57262533677,34.848012009,-2.48728449541738,27,"UG201600000321_2014",-1.43814587593,2014,2016,1429,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744",10271,"UG201600000322",2.5810930258,34.5432405538,-2.42651257558725,30,"UG201600000322_2014",0.286260575056,2014,2016,1430,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5764",10300,"UG201600000323",2.60756691905,34.5945622463,-2.43962683126128,30,"UG201600000323_2014",-0.885883450508,2014,2016,1431,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5766",10305,"UG201600000324",2.47773873702,34.8661720052,-1.20471873924034,21,"UG201600000324_2014",-1.43826818466,2014,2016,1432,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5784",10333,"UG201600000325",3.49546653921,34.1659597661,-2.18798739587912,30,"UG201600000325_2014",-0.246915057302,2014,2016,1433,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5790",10342,"UG201600000326",3.62307393814,34.1745253988,-1.90846130192522,27,"UG201600000326_2014",-0.723967194557,2014,2016,1434,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5800",10358,"UG201600000327",3.6133762833,33.9448640057,-2.15140282531903,30,"UG201600000327_2014",-2.41801524162,2014,2016,1435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5818",10386,"UG201600000328",3.79432044957,33.9292704217,-1.98466259833285,27,"UG201600000328_2014",-1.96281421185,2014,2016,1436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5829",10400,"UG201600000329",3.529102528,34.047912188,-2.30270192717239,29,"UG201600000329_2014",-0.850937485695,2014,2016,1437,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5834",10410,"UG201600000330",3.43263572334,34.174628461,-1.70872623932393,29,"UG201600000330_2014",-1.49640059471,2014,2016,1438,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5844",10426,"UG201600000331",3.09981946056,33.9040816444,-2.12226309506572,29,"UG201600000331_2014",-0.964407742023,2014,2016,1439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5856",10443,"UG201600000332",2.99525276509,34.1753841356,-2.25868308857879,28,"UG201600000332_2014",-1.25305008888,2014,2016,1440,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
