"","X","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id","ntl_2003","ntl_2004","ntl_2005","ntl_2006","ntl_2007","ntl_2008","ntl_2009","ntl_2010","ntl_2011","ntl_2012","ntl_2013","ntl_2014","ntl_2015","ntl_2016"
"1497",2313,"UG200600000287",0.943702,31.10625,-1.15592029440827,24,"UG200600000287_2014",-2.13036227226,2014,2006,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516",2344,"UG200600000289",2.110045,31.499274,-1.94471932829192,25,"UG200600000289_2014",-2.27903294563,2014,2006,257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527",2360,"UG200600000291",2.014136,32.141379,-1.68588241466877,24,"UG200600000291_2014",-1.66070699692,2014,2006,259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535",2373,"UG200600000292",2.209358,32.296788,-1.69783645323635,18,"UG200600000292_2014",-2.42482256889,2014,2006,260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551",2396,"UG200600000293",0.399781,30.473902,-1.14133250900816,23,"UG200600000293_2014",-2.28008413315,2014,2006,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1552",2398,"UG200600000294",0.251153,30.556963,-1.29347955654201,24,"UG200600000294_2014",-2.138256073,2014,2006,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571",2427,"UG200600000295",-0.088497,30.215574,-1.10344596939249,22,"UG200600000295_2014",-2.79911231995,2014,2006,263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581",2445,"UG200600000296",0.58865,31.111928,-1.06415343031632,25,"UG200600000296_2014",-2.05009293556,2014,2006,264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1590",2456,"UG200600000297",0.663798,30.899103,-1.34194092526544,23,"UG200600000297_2014",-2.48782205582,2014,2006,265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604",2479,"UG200600000299",0.69829,30.552125,-0.931557502348058,26,"UG200600000299_2014",-2.44528007507,2014,2006,267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611",2491,"UG200600000304",-0.395454,30.242357,-1.41838463771039,26,"UG200600000304_2014",-2.32294416428,2014,2006,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1620",2502,"UG200600000305",-0.308475,30.422156,-0.948621524213527,23,"UG200600000305_2014",-1.45371389389,2014,2006,273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1633",2525,"UG200600000307",-0.379953,30.148201,-1.09084295822569,25,"UG200600000307_2014",-2.42877912521,2014,2006,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1645",2543,"UG200600000308",-0.458093,30.275474,-0.84143665477992,24,"UG200600000308_2014",-1.85989391804,2014,2006,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1658",2561,"UG200600000309",-0.498393,30.177159,-0.806803067547032,22,"UG200600000309_2014",-1.81134903431,2014,2006,277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663",2569,"UG200600000311",-0.668436,30.027884,-0.919142923399545,25,"UG200600000311_2014",-1.57213890553,2014,2006,279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683",2600,"UG200600000312",-0.696777,30.037942,-1.01008406838868,23,"UG200600000312_2014",-1.17498791218,2014,2006,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693",2615,"UG200600000313",-0.647428,30.311003,-0.715422180206595,24,"UG200600000313_2014",-1.95366704464,2014,2006,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696",2621,"UG200600000315",-0.654555,30.204793,-0.86601456070939,26,"UG200600000315_2014",-2.25124955177,2014,2006,283,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716",2652,"UG200600000316",-1.241959,30.097188,-1.27624744523492,24,"UG200600000316_2014",-0.0761591717601,2014,2006,284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1727",2669,"UG200600000317",-1.422712,29.930803,-1.06429523141565,26,"UG200600000317_2014",-2.02071642876,2014,2006,285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1733",2676,"UG200600000318",-1.161701,29.814784,-0.882529427399619,25,"UG200600000318_2014",-1.12330210209,2014,2006,286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741",2691,"UG200600000319",-1.335719,29.794428,-1.0528743124678,23,"UG200600000319_2014",-1.52555191517,2014,2006,287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760",2719,"UG200600000320",-0.821476,31.141987,-1.28722820444867,23,"UG200600000320_2014",-1.2743537426,2014,2006,288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1765",2727,"UG200600000321",-0.907856,31.050974,-1.29707062453572,26,"UG200600000321_2014",-2.2684571743,2014,2006,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1781",2752,"UG200600000327",-0.485684,30.522727,-1.2680014539845,25,"UG200600000327_2014",-2.55831384659,2014,2006,295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1786",2759,"UG200600000328",0.160264,30.725121,-1.3395319823061,22,"UG200600000328_2014",-2.07526230812,2014,2006,296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1803",2787,"UG200600000329",0.028698,30.709679,-1.29974879355917,24,"UG200600000329_2014",-2.13499617577,2014,2006,297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1807",2792,"UG200600000330",-0.293047,30.849466,-1.2371188265437,24,"UG200600000330_2014",-2.3040471077,2014,2006,298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1822",2818,"UG200600000336",-0.655946,29.802955,-1.47409916365852,24,"UG200600000336_2014",-2.04160785675,2014,2006,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1828",2825,"UG200600000339",2.923089,32.398611,-1.57199852540497,27,"UG200600000339_2014",-2.80557799339,2014,2006,307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1841",2845,"UG200600000341",2.643592,32.539044,-1.69921403683364,29,"UG200600000341_2014",-2.32216191292,2014,2006,309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1850",2859,"UG200600000343",2.62047,31.943992,-1.52088988547596,26,"UG200600000343_2014",-1.9590177536,2014,2006,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860",2874,"UG200600000346",2.843016,31.744462,-1.77903671298652,28,"UG200600000346_2014",-2.4702641964,2014,2006,314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1881",2907,"UG200600000347",3.028394,32.124607,-1.42775827769848,28,"UG200600000347_2014",-1.49001634121,2014,2006,315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1889",2921,"UG200600000352",3.612241,32.696992,-1.49068570279859,28,"UG200600000352_2014",-2.65231108665,2014,2006,320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900",2935,"UG200600000353",3.557611,32.968323,-1.68586668775273,25,"UG200600000353_2014",-3.25529050827,2014,2006,321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1908",2948,"UG200600000358",3.020682,33.352593,-1.91590500977999,28,"UG200600000358_2014",-1.6970487833,2014,2006,326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1917",2964,"UG200600000359",2.956943,33.474898,-1.90664506391886,28,"UG200600000359_2014",-2.6283249855,2014,2006,327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1933",2987,"UG200600000360",2.642756,33.278196,-1.6395560554871,26,"UG200600000360_2014",-2.71481585503,2014,2006,328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1940",2997,"UG200600000361",2.235462,33.02638,-1.22827636579753,26,"UG200600000361_2014",-2.2876830101,2014,2006,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1955",3020,"UG200600000362",2.470803,32.971439,-1.54904807704226,29,"UG200600000362_2014",-2.19015431404,2014,2006,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1966",3038,"UG200600000363",2.247988,33.23267,-1.68886626324412,28,"UG200600000363_2014",-1.84097719193,2014,2006,331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975",3052,"UG200600000364",2.117532,33.349763,-1.60232548212733,23,"UG200600000364_2014",-2.24997901917,2014,2006,332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991",3077,"UG200600000365",2.237835,33.394558,-1.72368628848979,30,"UG200600000365_2014",-2.06243777275,2014,2006,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995",3083,"UG200600000366",2.284966,32.868072,-1.31542317505047,27,"UG200600000366_2014",-0.528072416782,2014,2006,334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010",3107,"UG200600000368",2.464692,32.52408,-1.52660357747711,26,"UG200600000368_2014",-1.69315290451,2014,2006,336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",3113,"UG200900000001",-0.360672,32.423418,-1.39386286024996,26,"UG200900000001_2014",-1.70093405247,2014,2009,337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2030",3139,"UG200900000002",-0.055845,31.694363,-1.00270260289182,26,"UG200900000002_2014",-1.34366929531,2014,2009,338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2045",3161,"UG200900000009",-0.951462,31.550493,-1.10119902044338,25,"UG200900000009_2014",-3.26060843468,2014,2009,345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2053",3173,"UG200900000010",-0.695774,31.707281,-0.887638317030766,27,"UG200900000010_2014",-2.50610733032,2014,2009,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2066",3191,"UG200900000011",-0.271521,31.363902,-0.7025992173628,25,"UG200900000011_2014",-1.13432073593,2014,2009,347,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2078",3211,"UG200900000014",0.428997,32.296359,-0.791895335025317,28,"UG200900000014_2014",-1.80705928802,2014,2009,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2083",3219,"UG200900000020",0.823587,31.748897,-1.0926874531762,28,"UG200900000020_2014",-1.6348875761,2014,2009,356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2091",3231,"UG200900000022",0.888794,32.587888,-0.587240855263035,25,"UG200900000022_2014",-1.77281248569,2014,2009,358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2109",3257,"UG200900000024",0.631432,32.080958,-0.940136584095886,27,"UG200900000024_2014",-1.59915089607,2014,2009,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2114",3266,"UG200900000025",0.532252,31.248729,-1.06961369983794,27,"UG200900000025_2014",-2.00689482689,2014,2009,361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2134",3298,"UG200900000026",0.609908,31.276643,-0.591624229287009,23,"UG200900000026_2014",-2.16926550865,2014,2009,362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2135",3299,"UG200900000027",0.499738,31.62531,-1.30610253513842,27,"UG200900000027_2014",-1.56952810287,2014,2009,363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2153",3325,"UG200900000029",0.202641,32.956116,-0.968761333722965,27,"UG200900000029_2014",-1.60374224186,2014,2009,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2163",3343,"UG200900000030",0.173366,33.228825,-1.22748208601348,24,"UG200900000030_2014",-1.82982599735,2014,2009,366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2171",3354,"UG200900000031",0.16285,32.845875,-0.80504638187742,26,"UG200900000031_2014",-2.05509877205,2014,2009,367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2184",3375,"UG200900000032",0.540319,32.912703,-1.50334940418358,27,"UG200900000032_2014",-0.59525758028,2014,2009,368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2194",3394,"UG200900000034",1.58715,32.125129,-1.13465763979631,24,"UG200900000034_2014",-2.27925801277,2014,2009,370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208",3412,"UG200900000036",0.53027,33.694627,-1.52639956178026,28,"UG200900000036_2014",-1.93856477737,2014,2009,372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220",3428,"UG200900000040",0.599541,33.493321,-0.0468665184299134,26,"UG200900000040_2014",1.15319681168,2014,2009,376,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2223",3435,"UG200900000041",0.679111,33.313095,-0.875429051942267,26,"UG200900000041_2014",-2.27633070946,2014,2009,377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2234",3453,"UG200900000044",0.535653,33.110287,-1.00924111948666,25,"UG200900000044_2014",-1.57959830761,2014,2009,380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2247",3472,"UG200900000048",1.145941,33.508288,-1.35288635718851,26,"UG200900000048_2014",-1.26664483547,2014,2009,384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257",3491,"UG200900000051",0.279826,33.455918,-1.2493549037589,27,"UG200900000051_2014",-3.01499938965,2014,2009,387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269",3506,"UG200900000071",1.388179,34.644888,-1.64303385020475,28,"UG200900000071_2014",-2.17776656151,2014,2009,407,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281",3527,"UG200900000072",0.832294,34.356101,-1.41974967968979,25,"UG200900000072_2014",-0.157189249992,2014,2009,408,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290",3538,"UG200900000073",0.865376,34.305119,-1.2482653186701,28,"UG200900000073_2014",-1.50771558285,2014,2009,409,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304",3562,"UG200900000074",1.096461,34.244726,-1.07315406346811,27,"UG200900000074_2014",-1.67240977287,2014,2009,410,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321",3587,"UG200900000079",1.131174,33.953252,-0.994320753024176,27,"UG200900000079_2014",-2.05160045624,2014,2009,415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2330",3599,"UG200900000082",0.837958,33.895318,-1.04049743000347,28,"UG200900000082_2014",-1.45324110985,2014,2009,418,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2333",3607,"UG200900000083",0.827944,34.117486,-1.44160203261095,27,"UG200900000083_2014",-2.45488619804,2014,2009,419,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",3629,"UG200900000087",2.028579,32.7863,-1.13795916283522,26,"UG200900000087_2014",-2.34610176086,2014,2009,423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2360",3647,"UG200900000088",1.918419,32.562169,-1.34005046121539,24,"UG200900000088_2014",-2.30803537369,2014,2009,424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2374",3666,"UG200900000092",2.880505,32.05046,-1.77915620543629,27,"UG200900000092_2014",-2.63887000084,2014,2009,428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2384",3685,"UG200900000093",2.606446,32.383296,-1.85206016290294,27,"UG200900000093_2014",-2.74307465553,2014,2009,429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2397",3703,"UG200900000094",3.399838,33.057622,-1.61638602332584,24,"UG200900000094_2014",-2.85125422478,2014,2009,430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2408",3722,"UG200900000095",3.4747,32.566403,-1.82961754401323,21,"UG200900000095_2014",-2.77041888237,2014,2009,431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420",3739,"UG200900000097",2.522528,32.795164,-1.57911639479893,25,"UG200900000097_2014",-1.8319838047,2014,2009,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2426",3749,"UG200900000098",1.763458,32.829879,-1.16922240287528,28,"UG200900000098_2014",-1.40238893032,2014,2009,434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2433",3761,"UG200900000099",2.157996,33.272153,-1.45553183087846,27,"UG200900000099_2014",-2.50689148903,2014,2009,435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2451",3786,"UG200900000102",2.734124,33.336054,-2.01198364056754,28,"UG200900000102_2014",-1.96864831448,2014,2009,438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2454",3794,"UG200900000103",2.196078,32.192713,-1.07688188459865,28,"UG200900000103_2014",-2.6644179821,2014,2009,439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2468",3814,"UG200900000104",1.646795,31.870896,-1.62344521046574,28,"UG200900000104_2014",-1.96880888939,2014,2009,440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2484",3839,"UG200900000106",0.633047,30.705031,-1.03068740879782,28,"UG200900000106_2014",-2.35681390762,2014,2009,442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2496",3858,"UG200900000108",1.030476,30.699071,-1.00294833580769,26,"UG200900000108_2014",-0.537289619446,2014,2009,444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2501",3865,"UG200900000110",0.347967,30.117997,-1.53667010535948,27,"UG200900000110_2014",-1.93414127827,2014,2009,446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2516",3886,"UG200900000111",-0.026653,29.853751,-0.832948161921724,27,"UG200900000111_2014",-2.54882717133,2014,2009,447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2527",3905,"UG200900000112",0.207335,30.011601,0.157467987466959,26,"UG200900000112_2014",1.55330824852,2014,2009,448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2535",3917,"UG200900000113",0.373808,30.635803,-1.11139166540614,28,"UG200900000113_2014",-2.1303062439,2014,2009,449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2547",3938,"UG200900000114",0.511336,30.274426,-0.807323063146208,26,"UG200900000114_2014",-2.25928020477,2014,2009,450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2556",3950,"UG200900000115",0.418231,30.24125,-1.23616173893533,26,"UG200900000115_2014",-2.56028723717,2014,2009,451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564",3962,"UG200900000116",1.227881,30.738082,-1.78793380920168,22,"UG200900000116_2014",-1.38371300697,2014,2009,452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580",3990,"UG200900000118",0.606265,29.974654,-0.842107822086318,27,"UG200900000118_2014",-1.60500025749,2014,2009,454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588",3998,"UG200900000119",0.640216,29.968885,-1.29846691183765,26,"UG200900000119_2014",-1.35330176353,2014,2009,455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2603",4024,"UG200900000123",2.097933,33.817427,-1.50812342321426,25,"UG200900000123_2014",-1.94765996933,2014,2009,459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2611",4035,"UG200900000124",1.941297,34.082981,-1.72895863589091,28,"UG200900000124_2014",-2.8733818531,2014,2009,460,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622",4054,"UG200900000125",3.637539,34.13516,-2.09687601104513,24,"UG200900000125_2014",-0.329618066549,2014,2009,461,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633",4068,"UG200900000126",3.623494,34.085995,-1.60564712666462,22,"UG200900000126_2014",-0.230711504817,2014,2009,462,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648",4092,"UG200900000127",3.169524,33.938304,-2.29685901794534,24,"UG200900000127_2014",-1.16911160946,2014,2009,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2657",4108,"UG200900000128",2.809526,33.73169,-1.80895836670067,20,"UG200900000128_2014",-0.781776964664,2014,2009,464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2666",4121,"UG200900000130",1.79068,34.615286,-1.69432764865731,20,"UG200900000130_2014",-1.43166530132,2014,2009,466,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",4147,"UG200900000131",1.479404,33.971767,-1.54802711657803,27,"UG200900000131_2014",-1.90533661842,2014,2009,467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2691",4157,"UG200900000134",1.561843,33.592812,-1.4769788413161,27,"UG200900000134_2014",-2.42249369621,2014,2009,470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2705",4178,"UG200900000135",1.66601,33.481735,-1.49483965174554,28,"UG200900000135_2014",-2.13646459579,2014,2009,471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2712",4190,"UG200900000137",-0.580261,30.335815,0.928511651975453,23,"UG200900000137_2014",-2.23438668251,2014,2009,473,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2721",4203,"UG200900000139",-0.594714,29.942941,-0.910741047781162,26,"UG200900000139_2014",-2.0670876503,2014,2009,475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729",4219,"UG200900000141",-1.332948,29.933193,-1.17981727373697,28,"UG200900000141_2014",-1.8759188652,2014,2009,477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2748",4246,"UG200900000142",-1.187536,30.215306,-0.806236582047077,25,"UG200900000142_2014",-2.38717675209,2014,2009,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2755",4261,"UG200900000143",-0.906478,29.601784,-1.1191966359308,27,"UG200900000143_2014",-2.16483950615,2014,2009,479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2765",4273,"UG200900000144",-1.192236,29.648065,-1.22000463136508,26,"UG200900000144_2014",-1.62214398384,2014,2009,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2775",4291,"UG200900000146",-0.043629,30.422464,-1.05294614435678,27,"UG200900000146_2014",-2.05500888824,2014,2009,482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2790",4312,"UG200900000148",-0.549894,30.032872,-0.492515570600399,23,"UG200900000148_2014",-1.65596973896,2014,2009,484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",4332,"UG200900000150",-0.805945,30.118495,-0.684472362141342,25,"UG200900000150_2014",-1.57663881779,2014,2009,486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2808",4340,"UG200900000153",-0.693922,29.88465,-1.1318770152769,27,"UG200900000153_2014",-2.07773256302,2014,2009,489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2826",4367,"UG200900000156",3.046414,30.806417,-1.62802112799445,26,"UG200900000156_2014",-1.03807830811,2014,2009,492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2834",4379,"UG200900000159",3.224225,30.938284,-1.57456692350269,26,"UG200900000159_2014",0.297861099243,2014,2009,495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2841",4392,"UG200900000160",3.231666,30.887669,-1.64066762344682,25,"UG200900000160_2014",-1.01398539543,2014,2009,496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2853",4408,"UG200900000161",3.182572,31.321859,-1.88046328837834,27,"UG200900000161_2014",-2.35274624825,2014,2009,497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2867",4428,"UG200900000162",2.72753,30.920065,-1.5674110427095,25,"UG200900000162_2014",-2.43854689598,2014,2009,498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2873",4442,"UG200900000163",3.395144,31.52049,-1.62547353449489,26,"UG200900000163_2014",-2.12307882309,2014,2009,499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2887",4460,"UG200900000165",2.214567,31.319886,-1.07007632134834,26,"UG200900000165_2014",-3.01499938965,2014,2009,501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2902",4485,"UG200900000166",2.53007,30.950554,-1.96377277632799,24,"UG200900000166_2014",-2.47125792503,2014,2009,502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2913",4502,"UG200900000167",2.298771,31.08544,-1.47275186860356,26,"UG200900000167_2014",-1.06435108185,2014,2009,503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2922",4518,"UG200900000169",3.611046,31.2676,-1.65878441275524,26,"UG200900000169_2014",-2.42979979515,2014,2009,505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2928",4525,"UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2014",-1.82443022728,2014,2009,506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2942",4546,"UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2014",-3.01499938965,2014,2011,557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2950",4558,"UG201100000078",-0.364611,31.318073,-0.0191876235485866,21,"UG201100000078_2014",0.294599294662,2014,2011,558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962",4580,"UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2014",-1.51417505741,2014,2011,562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2976",4600,"UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2014",-1.76517546177,2014,2011,565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2989",4618,"UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2014",-1.36919116974,2014,2011,567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2999",4634,"UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2014",-2.11491990089,2014,2011,568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3014",4658,"UG201100000100",0.187,32.19979,-0.603049533113987,23,"UG201100000100_2014",0.0724833235145,2014,2011,569,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3021",4668,"UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2014",-1.33260941505,2014,2011,570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3036",4692,"UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2014",-1.74329483509,2014,2011,572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
