"","X","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id","ntl_2003","ntl_2004","ntl_2005","ntl_2006","ntl_2007","ntl_2008","ntl_2009","ntl_2010","ntl_2011","ntl_2012","ntl_2013","ntl_2014","ntl_2015","ntl_2016"
"183",283,"UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2014",-1.31007456779,2014,2006,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",294,"UG200600000050",0.338518,32.118509,0.174118254542991,24,"UG200600000050_2014",-1.88194286823,2014,2006,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",315,"UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2014",-2.13628697395,2014,2006,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",335,"UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2014",-1.24550175667,2014,2006,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",348,"UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2014",-2.27730202675,2014,2006,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",368,"UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2014",-1.40584516525,2014,2006,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",391,"UG200600000056",0.469334,31.767405,-1.12040227869177,24,"UG200600000056_2014",-1.15762460232,2014,2006,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",395,"UG200600000057",0.741383,31.917782,-1.11533602217523,22,"UG200600000057_2014",-2.01677727699,2014,2006,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",413,"UG200600000058",0.573414,31.919594,-0.941733153381582,27,"UG200600000058_2014",-2.05679321289,2014,2006,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",435,"UG200600000059",0.43761,32.148653,-0.847825152053741,23,"UG200600000059_2014",-1.80285453796,2014,2006,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",443,"UG200600000062",0.430846,32.965229,-1.02000918176015,24,"UG200600000062_2014",-2.18054580688,2014,2006,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",465,"UG200600000063",0.362834,33.227008,-0.827995646672717,21,"UG200600000063_2014",-1.82527065277,2014,2006,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",490,"UG200600000067",0.319006,32.79217,-0.480501811928702,22,"UG200600000067_2014",0.0488612577319,2014,2006,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",495,"UG200600000072",0.503527,32.866341,-0.18380617876093,22,"UG200600000072_2014",-1.78892505169,2014,2006,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",516,"UG200600000073",1.002155,32.542822,-0.980799668501234,23,"UG200600000073_2014",-1.795119524,2014,2006,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",530,"UG200600000114",0.447477,33.834903,-1.22989570689483,23,"UG200600000114_2014",-1.65652871132,2014,2006,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",550,"UG200600000115",0.343588,33.83904,-1.60541493577367,23,"UG200600000115_2014",-1.42953908443,2014,2006,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",562,"UG200600000116",0.700497,33.699225,-1.61692254471905,22,"UG200600000116_2014",-2.35440278053,2014,2006,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",595,"UG200600000118",0.416167,34.069588,-1.08640637046956,26,"UG200600000118_2014",-1.74497008324,2014,2006,107,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",611,"UG200600000119",0.530134,33.602206,-1.30526549486873,24,"UG200600000119_2014",-1.57287585735,2014,2006,108,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397",613,"UG200600000120",0.780065,33.710458,-1.2378964682467,24,"UG200600000120_2014",-2.39998412132,2014,2006,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",630,"UG200600000121",0.794881,33.707816,-1.61986283441603,21,"UG200600000121_2014",-2.16829299927,2014,2006,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",659,"UG200600000122",0.87726,33.725561,-1.08115698438881,18,"UG200600000122_2014",-2.06361436844,2014,2006,111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",666,"UG200600000124",0.637026,33.458344,-0.430697259321304,24,"UG200600000124_2014",0.657713472843,2014,2006,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447",690,"UG200600000125",0.868535,33.3712,-1.23811599349302,21,"UG200600000125_2014",-1.23354172707,2014,2006,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457",708,"UG200600000126",0.661336,33.524191,-1.19035502001934,24,"UG200600000126_2014",-1.31524252892,2014,2006,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",719,"UG200600000128",0.979498,33.321107,-1.13676939984371,21,"UG200600000128_2014",-1.59227526188,2014,2006,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",745,"UG200600000129",0.721134,33.31988,-1.0671942396784,24,"UG200600000129_2014",-2.42939662933,2014,2006,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489",757,"UG200600000131",1.069171,33.31311,-1.26550149987308,25,"UG200600000131_2014",-1.89769971371,2014,2006,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503",777,"UG200600000136",1.303928,33.070117,-0.988085760088533,25,"UG200600000136_2014",-1.65675473213,2014,2006,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510",788,"UG200600000137",1.121935,33.318157,-1.34734941305346,22,"UG200600000137_2014",-2.00630640984,2014,2006,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524",811,"UG200600000138",1.303204,33.028778,-1.25608841300285,24,"UG200600000138_2014",-1.52783095837,2014,2006,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",820,"UG200600000139",1.058884,32.99825,-1.27643845490504,24,"UG200600000139_2014",-1.80767202377,2014,2006,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",839,"UG200600000144",1.144634,33.557264,-1.21311031524943,25,"UG200600000144_2014",-1.73613905907,2014,2006,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",863,"UG200600000145",1.084304,33.379475,-1.31870452147614,25,"UG200600000145_2014",-1.70228493214,2014,2006,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",873,"UG200600000148",0.505811,33.387474,-0.468215716386571,23,"UG200600000148_2014",-0.623660683632,2014,2006,137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581",898,"UG200600000151",1.406812,34.548105,-1.55571972528713,23,"UG200600000151_2014",-2.36431312561,2014,2006,140,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",905,"UG200600000153",2.001353,33.560289,-2.10714820377422,22,"UG200600000153_2014",-1.49193644524,2014,2006,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601",929,"UG200600000154",1.860153,33.941065,-2.1026361975417,24,"UG200600000154_2014",-1.5886875391,2014,2006,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612",944,"UG200600000155",1.337988,34.080264,-1.40709638286511,23,"UG200600000155_2014",-2.48436427116,2014,2006,144,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",956,"UG200600000156",1.626883,33.751046,-1.76450038094969,24,"UG200600000156_2014",-2.20435905457,2014,2006,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631",974,"UG200600000158",1.504328,34.133529,-1.78524292892898,25,"UG200600000158_2014",-2.63294672966,2014,2006,147,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",1001,"UG200600000160",0.863255,34.330793,-1.15147131530176,25,"UG200600000160_2014",-0.794105947018,2014,2006,149,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",1019,"UG200600000161",0.876828,34.224437,-1.11174312221913,25,"UG200600000161_2014",-1.42466139793,2014,2006,150,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",1030,"UG200600000162",0.785605,34.321412,-1.4586689758044,23,"UG200600000162_2014",-0.878271758556,2014,2006,151,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",1042,"UG200600000163",0.765713,34.310448,-1.95266214360985,23,"UG200600000163_2014",-1.65432715416,2014,2006,152,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",1066,"UG200600000164",0.833838,34.356302,-1.05588245821564,21,"UG200600000164_2014",-0.226232796907,2014,2006,153,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",1074,"UG200600000165",0.844052,34.314893,-1.32230007980462,24,"UG200600000165_2014",-0.677551269531,2014,2006,154,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",1097,"UG200600000166",0.880248,34.326825,-1.10536151584898,25,"UG200600000166_2014",-1.13482618332,2014,2006,155,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",1120,"UG200600000169",0.886679,34.318478,-1.34169598865647,24,"UG200600000169_2014",-1.51628303528,2014,2006,158,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",1132,"UG200600000173",1.067513,34.383111,-0.962969339192655,22,"UG200600000173_2014",-1.73047602177,2014,2006,162,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",1141,"UG200600000175",1.322296,33.743344,-1.17939848163518,25,"UG200600000175_2014",-2.43800473213,2014,2006,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",1158,"UG200600000176",1.106669,33.753222,-1.60876554232637,25,"UG200600000176_2014",-1.98770391941,2014,2006,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",1175,"UG200600000177",0.954134,33.930513,-1.7956778958295,25,"UG200600000177_2014",-0.97851729393,2014,2006,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",1198,"UG200600000178",1.393911,33.397524,-1.70607534058406,23,"UG200600000178_2014",-2.23365902901,2014,2006,167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791",1219,"UG200600000179",1.795237,33.584059,-1.45040950879503,18,"UG200600000179_2014",-1.84505689144,2014,2006,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801",1239,"UG200600000182",0.841348,34.143501,-1.69152788573643,24,"UG200600000182_2014",-1.62349629402,2014,2006,171,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",1257,"UG200600000183",0.623225,34.012953,-1.61170049363267,26,"UG200600000183_2014",-2.52791142464,2014,2006,172,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",1262,"UG200600000184",0.728098,34.012469,-1.48254363711603,26,"UG200600000184_2014",-2.43466281891,2014,2006,173,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",1280,"UG200600000185",1.746493,33.379548,-1.9494705675179,23,"UG200600000185_2014",-2.25597596169,2014,2006,174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845",1305,"UG200600000194",2.016431,32.508505,-1.47241619007726,25,"UG200600000194_2014",-1.444922328,2014,2006,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856",1324,"UG200600000201",2.318662,32.88963,-0.796063087877001,19,"UG200600000201_2014",-0.924903452396,2014,2006,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861",1331,"UG200600000202",2.500107,33.078072,-1.86729785672909,23,"UG200600000202_2014",-2.63332748413,2014,2006,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876",1354,"UG200600000205",3.507755,34.127656,-1.16670566677429,20,"UG200600000205_2014",1.76451838017,2014,2006,180,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",1366,"UG200600000206",1.82934,34.7193,-1.93705850662496,20,"UG200600000206_2014",-0.688353538513,2014,2006,181,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",1393,"UG200600000207",3.704376,33.974047,-2.53627200848669,23,"UG200600000207_2014",-1.65972268581,2014,2006,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908",1404,"UG200600000208",3.618382,34.139674,-2.28033192278386,22,"UG200600000208_2014",-0.17789645493,2014,2006,183,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",1421,"UG200600000209",3.496369,34.096601,-2.31701524480397,21,"UG200600000209_2014",-0.399171352386,2014,2006,184,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",1438,"UG200600000210",3.604766,34.171469,-2.46003693392875,20,"UG200600000210_2014",-0.522947788239,2014,2006,185,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",1455,"UG200600000211",3.076433,34.137493,-2.42266947242868,20,"UG200600000211_2014",-0.684378385544,2014,2006,186,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952",1471,"UG200600000212",3.015269,34.052179,-2.64703918307999,24,"UG200600000212_2014",-0.893511891365,2014,2006,187,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960",1483,"UG200600000214",2.360987,34.480236,-2.38839572438941,16,"UG200600000214_2014",-3.15532112122,2014,2006,189,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973",1502,"UG200600000215",2.430398,34.818582,-2.41935088276597,18,"UG200600000215_2014",-1.86602842808,2014,2006,190,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982",1518,"UG200600000217",2.372209,34.625214,-2.48280928154561,22,"UG200600000217_2014",-2.7864792347,2014,2006,191,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",1543,"UG200600000218",3.754023,34.15108,-2.24115389760758,27,"UG200600000218_2014",-2.42461442947,2014,2006,192,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",1564,"UG200600000219",3.676606,33.974129,-1.86138130393749,20,"UG200600000219_2014",-1.29045939445,2014,2006,193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014",1566,"UG200600000220",3.518569,33.653924,-2.59833743577513,26,"UG200600000220_2014",-1.86735856533,2014,2006,194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1030",1591,"UG200600000221",3.309948,33.941025,-2.55853901055286,23,"UG200600000221_2014",-0.841880023479,2014,2006,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045",1613,"UG200600000222",3.520205,34.093082,-2.58361081540702,19,"UG200600000222_2014",-0.308162719011,2014,2006,196,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056",1632,"UG200600000223",3.170265,33.973986,-2.61518311048838,25,"UG200600000223_2014",-2.15501379967,2014,2006,197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",1636,"UG200600000224",2.994726,34.197369,-2.02668140130266,25,"UG200600000224_2014",-0.843758285046,2014,2006,198,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1653,"UG200600000225",3.062646,34.151222,-2.36402701268638,23,"UG200600000225_2014",-0.461295485497,2014,2006,199,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",1673,"UG200600000226",2.669283,33.5424,-2.0703209169325,22,"UG200600000226_2014",-2.77343463898,2014,2006,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",1690,"UG200600000227",2.056192,34.264066,-2.3779782854308,20,"UG200600000227_2014",-1.54913556576,2014,2006,201,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",1716,"UG200600000228",2.339923,34.507236,-2.45454253917947,24,"UG200600000228_2014",-3.00285029411,2014,2006,202,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",1719,"UG200600000229",2.492365,34.710199,-2.89621156556131,22,"UG200600000229_2014",-2.64209771156,2014,2006,203,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1739,"UG200600000230",2.744885,34.490509,-2.32495702254922,23,"UG200600000230_2014",-2.60769605637,2014,2006,204,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139",1760,"UG200600000231",1.813164,34.572105,-1.67913883428056,23,"UG200600000231_2014",-2.61812925339,2014,2006,205,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",1777,"UG200600000232",2.041839,34.489529,-2.79078189035548,25,"UG200600000232_2014",-3.08263206482,2014,2006,206,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",1789,"UG200600000233",1.62876,34.962487,-2.57554753793361,17,"UG200600000233_2014",-1.48247277737,2014,2006,207,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",1807,"UG200600000234",2.272056,34.506186,-2.52006859251434,24,"UG200600000234_2014",-3.35362958908,2014,2006,208,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",1821,"UG200600000239",3.121108,30.855592,-1.369162003355,28,"UG200600000239_2014",-1.20890855789,2014,2006,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195",1847,"UG200600000240",3.037779,30.958023,-0.550044387341562,28,"UG200600000240_2014",-1.41687393188,2014,2006,214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1201",1855,"UG200600000242",3.454489,30.993285,-1.69984756500689,25,"UG200600000242_2014",-1.43534457684,2014,2006,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1214",1874,"UG200600000243",3.478344088,30.96363627,-1.57989373556495,30,"UG200600000243_2014",-1.75764775276,2014,2006,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1230",1901,"UG200600000245",3.213354,31.011545,-1.44481542585359,27,"UG200600000245_2014",-1.83708930016,2014,2006,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1234",1907,"UG200600000248",3.349622,31.039126,-1.64385611382098,27,"UG200600000248_2014",-1.37070214748,2014,2006,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1244",1922,"UG200600000249",3.102444,31.010209,-1.47407241915105,27,"UG200600000249_2014",-1.66062653065,2014,2006,219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1255",1940,"UG200600000250",3.215393,31.008862,-1.58976436667163,27,"UG200600000250_2014",-1.95680189133,2014,2006,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1269",1961,"UG200600000251",3.303199,31.180027,-1.72122929244858,29,"UG200600000251_2014",-0.236404076219,2014,2006,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1282",1981,"UG200600000252",3.242779,31.165954,-2.06030240877846,23,"UG200600000252_2014",-2.16332578659,2014,2006,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292",2000,"UG200600000253",2.864443,31.019673,-1.79632757343314,28,"UG200600000253_2014",-2.56761217117,2014,2006,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304",2013,"UG200600000254",2.718581,31.012334,-1.7329222484344,27,"UG200600000254_2014",-2.12032842636,2014,2006,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1310",2026,"UG200600000257",3.67807,31.82452,-0.69011908515275,22,"UG200600000257_2014",-2.37847757339,2014,2006,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330",2055,"UG200600000258",2.36467,30.915763,-1.34814606728076,24,"UG200600000258_2014",-0.953093767166,2014,2006,228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1334",2060,"UG200600000259",2.553886,30.935024,-1.61232933384207,26,"UG200600000259_2014",-2.15412831306,2014,2006,229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1350",2086,"UG200600000262",3.230073,31.394285,-1.78520823237511,25,"UG200600000262_2014",-2.60707092285,2014,2006,232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1363",2107,"UG200600000266",0.677183,29.971569,-1.2318888100728,24,"UG200600000266_2014",-1.14833045006,2014,2006,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1368",2115,"UG200600000267",0.725246,30.033485,-0.798005112973583,24,"UG200600000267_2014",-0.127330213785,2014,2006,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1386",2142,"UG200600000269",1.368878,31.447512,-1.0238279360342,26,"UG200600000269_2014",-2.18654942513,2014,2006,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1390",2147,"UG200600000271",1.460983,31.191723,-1.44342525017738,24,"UG200600000271_2014",-1.69996118546,2014,2006,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1407",2172,"UG200600000273",0.469997,30.16859,-1.18992180908121,26,"UG200600000273_2014",-1.82707321644,2014,2006,242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1419",2193,"UG200600000276",0.600154,30.159562,-0.997685371936753,25,"UG200600000276_2014",-1.78611528873,2014,2006,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1425",2202,"UG200600000277",0.053623,29.776521,-0.725230256950388,22,"UG200600000277_2014",-0.383278250694,2014,2006,245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1434",2216,"UG200600000278",-0.001015,29.736805,-0.941665936480165,26,"UG200600000278_2014",-2.69449210167,2014,2006,246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1448",2235,"UG200600000279",0.092526,29.754539,-1.12111952594828,26,"UG200600000279_2014",-1.28378367424,2014,2006,247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459",2254,"UG200600000280",0.331616,30.092723,-1.45637121172982,25,"UG200600000280_2014",-0.958302438259,2014,2006,248,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1468",2267,"UG200600000281",0.385052,30.137784,-1.33441774480049,20,"UG200600000281_2014",-2.117415905,2014,2006,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480",2287,"UG200600000283",1.02338,31.18397,-0.762353683455726,25,"UG200600000283_2014",-1.93333101273,2014,2006,251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486",2296,"UG200600000286",1.021127,30.565279,-1.91927131511698,23,"UG200600000286_2014",-0.838514864445,2014,2006,254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
