"","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id"
"93","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2008",-1.57508540154,"2008","2006","19",0,0,0
"94","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2014",-1.62512969971,"2014","2006","19",0,1,0
"96","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2006",-2.18102788925,"2006","2006","19",0,0,0
"97","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2010",-1.4702911377,"2010","2006","19",0,0,0
"99","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2015",-1.20048213005,"2015","2006","19",0,1,0
"100","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2013",-1.11078131199,"2013","2006","19",0,1,0
"101","UG200600000025",-0.504027,31.183568,-1.37592519526869,25,"UG200600000025_2016",-1.51760840416,"2016","2006","19",0,1,0
"103","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2009",-1.33350813389,"2009","2006","20",0,0,0
"104","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2006",-1.37111783028,"2006","2006","20",0,0,0
"105","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2011",-1.24450600147,"2011","2006","20",0,1,0
"106","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2015",-0.835664689541,"2015","2006","20",0,1,0
"111","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2008",-1.4781498909,"2008","2006","20",0,0,0
"112","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2013",-1.50269162655,"2013","2006","20",0,1,0
"113","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2010",-1.36230695248,"2010","2006","20",0,0,0
"115","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2007",-1.44137990475,"2007","2006","20",0,0,0
"116","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2014",-1.77848637104,"2014","2006","20",0,1,0
"117","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2012",-1.41121470928,"2012","2006","20",0,1,0
"119","UG200600000026",-0.509567,31.328109,-1.13118477828425,23,"UG200600000026_2016",-0.998242199421,"2016","2006","20",0,1,0
"120","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2008",-1.37337803841,"2008","2006","21",0,0,0
"122","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2012",-1.27013146877,"2012","2006","21",0,1,0
"123","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2015",-1.10269784927,"2015","2006","21",0,1,0
"124","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2011",-1.1462187767,"2011","2006","21",0,1,0
"125","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2010",-1.2567076683,"2010","2006","21",0,0,0
"126","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2006",0.1204951033,"2006","2006","21",0,0,0
"127","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2014",-1.18625867367,"2014","2006","21",0,1,0
"130","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2013",-1.31481778622,"2013","2006","21",0,1,0
"133","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2007",-1.29251182079,"2007","2006","21",0,0,0
"135","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2009",-1.45232617855,"2009","2006","21",0,0,0
"136","UG200600000027",-0.561573,31.570126,-0.745767651855145,25,"UG200600000027_2016",-0.875940144062,"2016","2006","21",0,1,0
"138","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2016",-1.63845658302,"2016","2006","22",0,1,0
"139","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2014",-1.10799431801,"2014","2006","22",0,1,0
"141","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2011",-1.74919974804,"2011","2006","22",0,1,0
"142","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2012",-1.6775188446,"2012","2006","22",0,1,0
"143","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2015",-1.04262590408,"2015","2006","22",0,1,0
"144","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2013",-1.29627621174,"2013","2006","22",0,1,0
"145","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2010",-1.04375362396,"2010","2006","22",0,0,0
"147","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2006",-1.35750842094,"2006","2006","22",0,0,0
"149","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2007",-1.70263171196,"2007","2006","22",0,0,0
"151","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2009",-1.37099814415,"2009","2006","22",0,0,0
"152","UG200600000028",0.123882,31.214166,-1.68968618868062,24,"UG200600000028_2008",-2.0712480545,"2008","2006","22",0,0,0
"154","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2006",-1.23314523697,"2006","2006","23",0,0,0
"156","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2014",-1.29139661789,"2014","2006","23",0,1,0
"158","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2011",-1.54506540298,"2011","2006","23",0,1,0
"161","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2007",-1.3404519558,"2007","2006","23",0,0,0
"162","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2016",-0.546028077602,"2016","2006","23",0,1,0
"165","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2015",-0.934953153133,"2015","2006","23",0,1,0
"166","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2008",-1.40505254269,"2008","2006","23",0,0,0
"167","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2010",-1.12976717949,"2010","2006","23",0,0,0
"168","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2013",-0.72966247797,"2013","2006","23",0,1,0
"169","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2009",-0.87877124548,"2009","2006","23",0,0,0
"170","UG200600000029",-0.291423,31.391554,-0.888036832303987,23,"UG200600000029_2012",-1.30143582821,"2012","2006","23",0,1,0
"171","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2010",-1.00183904171,"2010","2006","24",0,0,0
"172","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2013",-1.14096081257,"2013","2006","24",0,1,0
"173","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2006",-0.841920733452,"2006","2006","24",0,0,0
"174","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2016",-0.835579812527,"2016","2006","24",0,1,0
"177","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2008",-1.14011001587,"2008","2006","24",0,0,0
"178","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2015",-0.823288500309,"2015","2006","24",0,1,0
"179","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2014",-0.901575982571,"2014","2006","24",0,1,0
"183","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2009",-1.0153747797,"2009","2006","24",0,0,0
"184","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2007",-1.08354985714,"2007","2006","24",0,0,0
"186","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2011",-0.840838611126,"2011","2006","24",0,1,0
"187","UG200600000030",-0.145982,31.435004,-1.20675292197908,26,"UG200600000030_2012",-1.05072498322,"2012","2006","24",0,1,0
"188","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2011",-2.68192672729,"2011","2006","26",0,1,0
"189","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2010",-1.63327145576,"2010","2006","26",0,0,0
"191","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2007",-2.50834369659,"2007","2006","26",0,0,0
"192","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2012",-1.76310741901,"2012","2006","26",0,1,0
"195","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2006",-1.81940615177,"2006","2006","26",0,0,0
"197","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2015",-1.27390956879,"2015","2006","26",0,1,0
"198","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2014",-1.31179404259,"2014","2006","26",0,1,0
"199","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2009",-1.54681575298,"2009","2006","26",0,0,0
"201","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2008",-1.79977166653,"2008","2006","26",0,0,0
"202","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2016",-1.02925384045,"2016","2006","26",0,1,0
"204","UG200600000032",0.431351,32.282401,-0.841400412601112,24,"UG200600000032_2013",-1.32627105713,"2013","2006","26",0,1,0
"205","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2013",-4.64660167694,"2013","2006","32",0,1,0
"206","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2008",-4.64660167694,"2008","2006","32",0,0,0
"207","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2016",-1.2104665041,"2016","2006","32",0,1,0
"208","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2010",-4.64660167694,"2010","2006","32",0,0,0
"209","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2007",-1.60931718349,"2007","2006","32",0,0,0
"211","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2012",-4.64660167694,"2012","2006","32",0,1,0
"215","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2006",-4.64660167694,"2006","2006","32",0,0,0
"217","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2009",-4.64660167694,"2009","2006","32",0,0,0
"218","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2011",-4.64660167694,"2011","2006","32",0,1,0
"220","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2014",-1.76712667942,"2014","2006","32",0,1,0
"221","UG200600000042",1.491609,32.529187,-1.30267883100449,22,"UG200600000042_2015",-1.80700612068,"2015","2006","32",0,1,0
"222","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2006",-1.76514530182,"2006","2006","33",0,0,0
"223","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2010",-1.85008108616,"2010","2006","33",0,0,0
"226","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2012",-1.37646234035,"2012","2006","33",0,1,0
"227","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2011",-3.07603883743,"2011","2006","33",0,1,0
"229","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2015",-1.53622102737,"2015","2006","33",0,1,0
"230","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2016",-1.94874346256,"2016","2006","33",0,1,0
"231","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2013",-1.84653449059,"2013","2006","33",0,1,0
"232","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2009",-1.73959589005,"2009","2006","33",0,0,0
"235","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2007",-1.63192939758,"2007","2006","33",0,0,0
"236","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2008",-1.46194434166,"2008","2006","33",0,0,0
"238","UG200600000043",0.956516,31.831879,-1.51076173132659,22,"UG200600000043_2014",-1.81365668774,"2014","2006","33",0,1,0
"241","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2011",-0.761874377728,"2011","2006","36",0,1,0
"244","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2013",0.304066151381,"2013","2006","36",0,1,0
"245","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2016",0.0496548525989,"2016","2006","36",0,1,0
"246","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2015",-0.0894804224372,"2015","2006","36",0,1,0
"248","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2014",-0.379893630743,"2014","2006","36",0,1,0
"249","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2007",-1.50823867321,"2007","2006","36",0,0,0
"250","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2012",-0.477025091648,"2012","2006","36",0,1,0
"251","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2010",-1.20205533504,"2010","2006","36",0,0,0
"252","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2006",-1.72886037827,"2006","2006","36",0,0,0
"253","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2008",-1.66337025166,"2008","2006","36",0,0,0
"255","UG200600000046",0.929063,32.438985,-1.33922211108238,23,"UG200600000046_2009",-1.81978726387,"2009","2006","36",0,0,0
"256","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2009",-1.77959775925,"2009","2006","38",0,0,0
"257","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2011",-1.44107425213,"2011","2006","38",0,1,0
"260","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2007",-1.89359545708,"2007","2006","38",0,0,0
"261","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2015",-1.229845047,"2015","2006","38",0,1,0
"262","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2016",-0.595309913158,"2016","2006","38",0,1,0
"263","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2013",-0.862552344799,"2013","2006","38",0,1,0
"265","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2014",-0.749802112579,"2014","2006","38",0,1,0
"266","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2006",-1.82174992561,"2006","2006","38",0,0,0
"267","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2010",-1.62083268166,"2010","2006","38",0,0,0
"269","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2012",-1.08095312119,"2012","2006","38",0,1,0
"272","UG200600000048",0.894168,32.413036,-0.728502302177189,21,"UG200600000048_2008",-2.03103637695,"2008","2006","38",0,0,0
"273","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2007",-1.60020339489,"2007","2006","41",0,0,0
"274","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2012",-1.54271125793,"2012","2006","41",0,1,0
"275","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2013",-1.21530675888,"2013","2006","41",0,1,0
"276","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2011",-1.39398515224,"2011","2006","41",0,1,0
"277","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2008",-1.52329170704,"2008","2006","41",0,0,0
"278","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2015",-0.865575253963,"2015","2006","41",0,1,0
"281","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2016",-0.873886048794,"2016","2006","41",0,1,0
"284","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2014",-1.12949752808,"2014","2006","41",0,1,0
"285","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2010",-1.48570799828,"2010","2006","41",0,0,0
"288","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2009",-1.58597540855,"2009","2006","41",0,0,0
"289","UG200600000051",0.46951,31.331333,-1.24797866286781,18,"UG200600000051_2006",-2.18367743492,"2006","2006","41",0,0,0
"291","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2014",-0.880004405975,"2014","2006","42",0,1,0
"292","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2006",-1.83496546745,"2006","2006","42",0,0,0
"294","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2007",-1.36128342152,"2007","2006","42",0,0,0
"296","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2011",-1.14332330227,"2011","2006","42",0,1,0
"298","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2010",-1.23035037518,"2010","2006","42",0,0,0
"299","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2012",-0.787000656128,"2012","2006","42",0,1,0
"300","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2009",-1.26934349537,"2009","2006","42",0,0,0
"303","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2015",-0.629072248936,"2015","2006","42",0,1,0
"304","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2016",-0.321571826935,"2016","2006","42",0,1,0
"305","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2008",-1.22399401665,"2008","2006","42",0,0,0
"306","UG200600000052",0.512382,31.557315,-1.34410195813831,26,"UG200600000052_2013",-0.512672424316,"2013","2006","42",0,1,0
"307","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2006",-1.91115689278,"2006","2006","44",0,0,0
"308","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2016",-1.39200186729,"2016","2006","44",0,1,0
"310","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2011",-1.65578830242,"2011","2006","44",0,1,0
"311","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2008",-2.22069883347,"2008","2006","44",0,0,0
"312","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2009",-1.84306967258,"2009","2006","44",0,0,0
"313","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2007",-1.7411236763,"2007","2006","44",0,0,0
"317","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2012",-1.69301104546,"2012","2006","44",0,1,0
"319","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2013",-1.57673466206,"2013","2006","44",0,1,0
"320","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2015",-1.27599072456,"2015","2006","44",0,1,0
"321","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2014",-1.50945329666,"2014","2006","44",0,1,0
"323","UG200600000054",0.648752,31.328888,-0.527803744597048,24,"UG200600000054_2010",-1.76813089848,"2010","2006","44",0,0,0
"324","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2007",-1.51740026474,"2007","2006","45",0,0,0
"326","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2013",-1.18593668938,"2013","2006","45",0,1,0
"327","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2009",-0.858277499676,"2009","2006","45",0,0,0
"328","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2006",-1.52561056614,"2006","2006","45",0,0,0
"329","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2016",-0.935605466366,"2016","2006","45",0,1,0
"331","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2012",-1.25576865673,"2012","2006","45",0,1,0
"332","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2008",-1.61957275867,"2008","2006","45",0,0,0
"334","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2011",-0.90398812294,"2011","2006","45",0,1,0
"336","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2015",-0.853997826576,"2015","2006","45",0,1,0
"338","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2010",-0.914004564285,"2010","2006","45",0,0,0
"339","UG200600000055",0.695439,31.801249,-1.25395218408261,26,"UG200600000055_2014",-0.731379628181,"2014","2006","45",0,1,0
"358","UG200600000057",0.741383,31.917782,-1.11533602217523,22,"UG200600000057_2015",-1.80026328564,"2015","2006","47",0,1,0
"359","UG200600000057",0.741383,31.917782,-1.11533602217523,22,"UG200600000057_2011",-2.04622602463,"2011","2006","47",0,1,0
