"","DHSID","lat","long","base_WI_no_elec_m","n","dhsID_year","cnn_3q_42_ENS_pred","year","survey_year","row_num","treated_unit","treat_year","treated_id"
"3297","UG200900000169",3.611046,31.2676,-1.65878441275524,26,"UG200900000169_2014",-1.76898622513,"2014","2009","505",0,1,0
"3298","UG200900000169",3.611046,31.2676,-1.65878441275524,26,"UG200900000169_2010",-1.68769645691,"2010","2009","505",0,0,0
"3299","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2011",-1.479565382,"2011","2009","506",0,1,0
"3300","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2007",-2.55666422844,"2007","2009","506",0,0,0
"3301","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2016",-1.7037204504,"2016","2009","506",0,1,0
"3305","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2015",-2.12035632133,"2015","2009","506",0,1,0
"3306","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2010",-1.99608111382,"2010","2009","506",0,0,0
"3307","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2008",-2.04694461823,"2008","2009","506",0,0,0
"3308","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2012",-1.76185262203,"2012","2009","506",0,1,0
"3310","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2006",-2.39730429649,"2006","2009","506",0,0,0
"3312","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2009",-1.99805819988,"2009","2009","506",0,0,0
"3313","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2014",-2.07086491585,"2014","2009","506",0,1,0
"3314","UG200900000170",3.553081,31.432873,-1.84052032871887,26,"UG200900000170_2013",-1.65810406208,"2013","2009","506",0,1,0
"3318","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2014",-4.64660167694,"2014","2011","557",0,1,0
"3320","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2010",-4.64660167694,"2010","2011","557",0,0,0
"3321","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2008",-4.64660167694,"2008","2011","557",0,0,0
"3323","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2006",-4.64660167694,"2006","2011","557",0,0,0
"3325","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2012",-4.64660167694,"2012","2011","557",0,1,0
"3326","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2009",-4.64660167694,"2009","2011","557",0,0,0
"3327","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2013",-4.64660167694,"2013","2011","557",0,1,0
"3328","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2011",-4.64660167694,"2011","2011","557",0,1,0
"3329","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2015",-4.64660167694,"2015","2011","557",0,1,0
"3330","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2007",-4.64660167694,"2007","2011","557",0,0,0
"3332","UG201100000077",-0.616717,32.338252,-0.761942408014007,23,"UG201100000077_2016",-4.64660167694,"2016","2011","557",0,1,0
"3334","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2014",-0.718057692051,"2014","2011","562",0,1,0
"3336","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2012",-0.991669595242,"2012","2011","562",0,1,0
"3337","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2009",-0.995317280293,"2009","2011","562",0,0,0
"3338","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2006",-0.874522209167,"2006","2011","562",0,0,0
"3339","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2013",-1.32032084465,"2013","2011","562",0,1,0
"3340","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2016",-1.13254058361,"2016","2011","562",0,1,0
"3342","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2015",-1.27830064297,"2015","2011","562",0,1,0
"3343","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2008",-1.25231397152,"2008","2011","562",0,0,0
"3346","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2011",-1.45009303093,"2011","2011","562",0,1,0
"3348","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2010",-1.05191159248,"2010","2011","562",0,0,0
"3349","UG201100000084",-0.065719,31.595552,-0.875905181621478,21,"UG201100000084_2007",-1.05187249184,"2007","2011","562",0,0,0
"3350","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2015",-0.961112618446,"2015","2011","565",0,1,0
"3351","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2014",-1.57836651802,"2014","2011","565",0,1,0
"3353","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2007",-1.53640186787,"2007","2011","565",0,0,0
"3354","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2009",-1.24155139923,"2009","2011","565",0,0,0
"3355","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2010",-1.49228715897,"2010","2011","565",0,0,0
"3359","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2012",-1.32030570507,"2012","2011","565",0,1,0
"3360","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2013",-1.18080294132,"2013","2011","565",0,1,0
"3361","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2008",-1.57558655739,"2008","2011","565",0,0,0
"3362","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2011",-1.16632139683,"2011","2011","565",0,1,0
"3364","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2016",-1.5459151268,"2016","2011","565",0,1,0
"3365","UG201100000090",-0.480598,31.35714,-0.727049112737455,22,"UG201100000090_2006",-1.33903515339,"2006","2011","565",0,0,0
"3367","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2006",-0.0236874762923,"2006","2011","567",0,0,0
"3369","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2013",-1.25685346127,"2013","2011","567",0,1,0
"3371","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2010",-1.00462520123,"2010","2011","567",0,0,0
"3373","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2014",-0.849755704403,"2014","2011","567",0,1,0
"3374","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2012",-1.60262358189,"2012","2011","567",0,1,0
"3376","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2008",-1.55215120316,"2008","2011","567",0,0,0
"3377","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2016",-1.35302960873,"2016","2011","567",0,1,0
"3379","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2011",-1.62787282467,"2011","2011","567",0,1,0
"3380","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2015",-1.36418676376,"2015","2011","567",0,1,0
"3381","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2007",-1.04319655895,"2007","2011","567",0,0,0
"3383","UG201100000095",-0.093981,31.813163,-0.894616512344089,25,"UG201100000095_2009",-1.64733171463,"2009","2011","567",0,0,0
"3385","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2006",-1.72291982174,"2006","2011","568",0,0,0
"3386","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2011",-1.73667061329,"2011","2011","568",0,1,0
"3387","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2012",-1.78412795067,"2012","2011","568",0,1,0
"3389","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2008",-1.58356118202,"2008","2011","568",0,0,0
"3390","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2009",-0.918132543564,"2009","2011","568",0,0,0
"3393","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2016",-0.699992001057,"2016","2011","568",0,1,0
"3396","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2015",-1.05896782875,"2015","2011","568",0,1,0
"3397","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2014",-0.963727653027,"2014","2011","568",0,1,0
"3398","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2010",-1.76262462139,"2010","2011","568",0,0,0
"3399","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2007",-1.51497542858,"2007","2011","568",0,0,0
"3400","UG201100000098",0.038669,31.704869,-1.3655236968226,24,"UG201100000098_2013",-1.12792551517,"2013","2011","568",0,1,0
"3418","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2010",-1.17877352238,"2010","2011","570",0,0,0
"3419","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2011",-2.02726221085,"2011","2011","570",0,1,0
"3421","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2007",-2.27286100388,"2007","2011","570",0,0,0
"3423","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2009",-1.88002645969,"2009","2011","570",0,0,0
"3424","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2014",-1.99762821198,"2014","2011","570",0,1,0
"3425","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2012",-2.04765915871,"2012","2011","570",0,1,0
"3426","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2008",-2.13062572479,"2008","2011","570",0,0,0
"3428","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2006",-1.06842279434,"2006","2011","570",0,0,0
"3429","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2013",-1.80542695522,"2013","2011","570",0,1,0
"3430","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2015",-2.06995677948,"2015","2011","570",0,1,0
"3434","UG201100000101",0.042744,31.867694,-0.874643738614119,24,"UG201100000101_2016",-1.60259199142,"2016","2011","570",0,1,0
"3436","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2006",-4.64660167694,"2006","2011","572",0,0,0
"3439","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2007",-4.64660167694,"2007","2011","572",0,0,0
"3441","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2014",-2.33520126343,"2014","2011","572",0,1,0
"3442","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2010",-2.57712602615,"2010","2011","572",0,0,0
"3443","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2013",-4.64660167694,"2013","2011","572",0,1,0
"3445","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2008",-4.64660167694,"2008","2011","572",0,0,0
"3447","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2011",-4.64660167694,"2011","2011","572",0,1,0
"3448","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2015",-2.27859735489,"2015","2011","572",0,1,0
"3449","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2016",-4.64660167694,"2016","2011","572",0,1,0
"3450","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2009",-2.14606332779,"2009","2011","572",0,0,0
"3451","UG201100000105",-0.067384,32.122295,-0.86469922991527,23,"UG201100000105_2012",-4.64660167694,"2012","2011","572",0,1,0
"3455","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2013",-1.41181135178,"2013","2011","574",0,1,0
"3456","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2006",-1.56207787991,"2006","2011","574",0,0,0
"3457","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2011",-1.08884823322,"2011","2011","574",0,1,0
"3458","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2012",-0.940863549709,"2012","2011","574",0,1,0
"3459","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2014",-0.617679059505,"2014","2011","574",0,1,0
"3460","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2009",-1.05041384697,"2009","2011","574",0,0,0
"3461","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2007",-1.68027245998,"2007","2011","574",0,0,0
"3462","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2016",-1.01541912556,"2016","2011","574",0,1,0
"3463","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2015",-0.971496939659,"2015","2011","574",0,1,0
"3464","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2008",-1.33471274376,"2008","2011","574",0,0,0
"3466","UG201100000109",0.001891,31.96699,-1.12654335100995,24,"UG201100000109_2010",-0.972469031811,"2010","2011","574",0,0,0
"3469","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2014",-2.10632586479,"2014","2011","575",0,1,0
"3471","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2006",-1.24853420258,"2006","2011","575",0,0,0
"3472","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2007",-1.22287976742,"2007","2011","575",0,0,0
"3475","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2013",-1.31592702866,"2013","2011","575",0,1,0
"3476","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2011",-1.98890328407,"2011","2011","575",0,1,0
"3477","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2012",-1.20827949047,"2012","2011","575",0,1,0
"3478","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2009",-1.27695965767,"2009","2011","575",0,0,0
"3480","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2008",-1.15778779984,"2008","2011","575",0,0,0
"3481","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2010",-1.08633720875,"2010","2011","575",0,0,0
"3484","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2016",-1.13033974171,"2016","2011","575",0,1,0
"3485","UG201100000110",-0.241844,31.160065,-1.06053972225041,24,"UG201100000110_2015",-1.2853063345,"2015","2011","575",0,1,0
"3506","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2016",-1.53085255623,"2016","2011","578",0,1,0
"3507","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2012",-1.70823955536,"2012","2011","578",0,1,0
"3508","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2010",-1.52092075348,"2010","2011","578",0,0,0
"3509","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2007",-1.75404965878,"2007","2011","578",0,0,0
"3510","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2011",-1.87467324734,"2011","2011","578",0,1,0
"3511","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2009",-1.77039766312,"2009","2011","578",0,0,0
"3513","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2013",-1.7235673666,"2013","2011","578",0,1,0
"3514","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2015",-1.95450997353,"2015","2011","578",0,1,0
"3515","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2014",-1.88834297657,"2014","2011","578",0,1,0
"3516","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2006",-2.15679574013,"2006","2011","578",0,0,0
"3518","UG201100000115",-0.672724,31.280246,-1.13169526469081,22,"UG201100000115_2008",-1.68471384048,"2008","2011","578",0,0,0
"3522","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2014",-0.577724814415,"2014","2011","579",0,1,0
"3523","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2015",-0.853498339653,"2015","2011","579",0,1,0
"3524","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2013",-0.574269831181,"2013","2011","579",0,1,0
"3525","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2008",-0.871964395046,"2008","2011","579",0,0,0
"3526","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2009",-0.881937325001,"2009","2011","579",0,0,0
"3527","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2012",-0.556924879551,"2012","2011","579",0,1,0
"3530","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2011",-0.331613093615,"2011","2011","579",0,1,0
"3531","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2016",-0.691901624203,"2016","2011","579",0,1,0
"3533","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2006",-4.64660167694,"2006","2011","579",0,0,0
"3534","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2007",-0.908796370029,"2007","2011","579",0,0,0
"3536","UG201100000118",-0.555452,31.545267,-0.55895543215252,22,"UG201100000118_2010",-0.651302874088,"2010","2011","579",0,0,0
"3537","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2010",-1.19149267673,"2010","2011","582",0,0,0
"3539","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2008",-1.30297338963,"2008","2011","582",0,0,0
"3540","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2016",-1.37882721424,"2016","2011","582",0,1,0
"3541","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2009",-1.05520379543,"2009","2011","582",0,0,0
"3542","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2014",-1.75035202503,"2014","2011","582",0,1,0
"3544","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2006",-1.78433573246,"2006","2011","582",0,0,0
"3547","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2007",-1.5775988102,"2007","2011","582",0,0,0
"3550","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2013",-1.56540691853,"2013","2011","582",0,1,0
"3551","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2012",-1.45783412457,"2012","2011","582",0,1,0
"3552","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2011",-1.40236675739,"2011","2011","582",0,1,0
"3553","UG201100000123",-0.205651,31.346449,-0.821375356957994,21,"UG201100000123_2015",-1.272341609,"2015","2011","582",0,1,0
"3555","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2008",-1.82783889771,"2008","2011","597",0,0,0
"3558","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2011",-2.12212872505,"2011","2011","597",0,1,0
"3559","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2013",-2.09314727783,"2013","2011","597",0,1,0
"3560","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2009",-1.78796899319,"2009","2011","597",0,0,0
"3562","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2016",-2.04308605194,"2016","2011","597",0,1,0
"3563","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2006",-1.58203577995,"2006","2011","597",0,0,0
"3564","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2010",-1.77733767033,"2010","2011","597",0,0,0
"3565","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2007",-1.95639932156,"2007","2011","597",0,0,0
"3568","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2012",-1.2566126585,"2012","2011","597",0,1,0
"3569","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2015",-2.00057911873,"2015","2011","597",0,1,0
"3570","UG201100000152",1.20898,32.82374,-1.27354074526711,24,"UG201100000152_2014",-1.90840733051,"2014","2011","597",0,1,0
"3571","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2007",-1.64498567581,"2007","2011","602",0,0,0
"3572","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2016",-0.736070275307,"2016","2011","602",0,1,0
"3574","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2014",-0.732209563255,"2014","2011","602",0,1,0
"3575","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2015",-2.40146613121,"2015","2011","602",0,1,0
"3576","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2011",-1.90465939045,"2011","2011","602",0,1,0
"3578","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2013",-1.23425364494,"2013","2011","602",0,1,0
"3579","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2006",-2.37938404083,"2006","2011","602",0,0,0
"3581","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2012",-1.49584019184,"2012","2011","602",0,1,0
"3583","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2010",-1.64890289307,"2010","2011","602",0,0,0
"3584","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2009",-1.11923551559,"2009","2011","602",0,0,0
"3587","UG201100000164",1.239933,31.396594,-1.1791411252342,23,"UG201100000164_2008",-1.59455227852,"2008","2011","602",0,0,0
"3605","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2011",-1.30143344402,"2011","2011","616",0,1,0
"3607","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2009",-1.46232819557,"2009","2011","616",0,0,0
"3608","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2014",-1.46399068832,"2014","2011","616",0,1,0
"3609","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2012",-1.52704012394,"2012","2011","616",0,1,0
"3613","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2010",-1.17760872841,"2010","2011","616",0,0,0
"3616","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2007",-1.51626169682,"2007","2011","616",0,0,0
"3617","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2013",-1.42490112782,"2013","2011","616",0,1,0
"3618","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2008",-1.49147129059,"2008","2011","616",0,0,0
"3619","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2015",-1.18209993839,"2015","2011","616",0,1,0
"3620","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2016",-1.16611814499,"2016","2011","616",0,1,0
"3621","UG201100000189",0.367059,31.271198,-0.825418229966315,24,"UG201100000189_2006",-1.6916860342,"2006","2011","616",0,0,0
"3623","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2014",-1.61865031719,"2014","2011","617",0,1,0
"3624","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2015",-1.68862175941,"2015","2011","617",0,1,0
"3626","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2006",-1.06988811493,"2006","2011","617",0,0,0
"3627","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2011",-1.50991547108,"2011","2011","617",0,1,0
"3628","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2009",-1.13152348995,"2009","2011","617",0,0,0
"3629","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2010",-1.09987282753,"2010","2011","617",0,0,0
"3632","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2013",-1.70010113716,"2013","2011","617",0,1,0
"3634","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2007",-0.985245108604,"2007","2011","617",0,0,0
"3636","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2016",-1.66768324375,"2016","2011","617",0,1,0
"3637","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2008",-0.973259925842,"2008","2011","617",0,0,0
"3638","UG201100000191",0.367841,31.840472,-0.786528084490742,23,"UG201100000191_2012",-2.03448963165,"2012","2011","617",0,1,0
"3657","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2012",-1.49419343472,"2012","2011","626",0,1,0
"3659","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2009",-1.51919841766,"2009","2011","626",0,0,0
"3660","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2011",-1.20604097843,"2011","2011","626",0,1,0
"3661","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2006",-0.741115033627,"2006","2011","626",0,0,0
"3662","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2016",-1.79906070232,"2016","2011","626",0,1,0
"3663","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2007",-1.30980324745,"2007","2011","626",0,0,0
"3664","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2013",-1.05132627487,"2013","2011","626",0,1,0
"3665","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2014",-2.06169891357,"2014","2011","626",0,1,0
"3668","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2008",-1.7082272768,"2008","2011","626",0,0,0
"3669","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2010",-1.69619464874,"2010","2011","626",0,0,0
"3670","UG201100000207",0.142807,33.319904,-1.59961740978212,23,"UG201100000207_2015",-1.73665130138,"2015","2011","626",0,1,0
"3673","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2016",-1.34967899323,"2016","2011","631",0,1,0
"3675","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2009",-1.63719415665,"2009","2011","631",0,0,0
"3677","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2006",-1.97520422935,"2006","2011","631",0,0,0
"3678","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2014",-1.50570976734,"2014","2011","631",0,1,0
"3679","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2012",-1.47416079044,"2012","2011","631",0,1,0
"3680","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2011",-1.6335927248,"2011","2011","631",0,1,0
"3681","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2013",-1.22919523716,"2013","2011","631",0,1,0
"3683","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2015",-1.32131850719,"2015","2011","631",0,1,0
"3685","UG201100000217",0.714486,32.834001,-1.07695408226935,23,"UG201100000217_2007",-1.77679908276,"2007","2011","631",0,0,0
